Relationship,Number
jordtype and dg25 are not conditionally related under komm,0
jordtype and dg25 are not conditionally related under nedbarea,0
jordtype and dg25 are not conditionally related under nmin,0
jordtype and dg25 are not conditionally related under aar_mod,0
jordtype and dg25 are not conditionally related under forfrugt,0
jordtype and dg25 are not conditionally related under potnmin,0
jordtype and dg25 are not conditionally related under jordn,0
jordtype and dg25 are not conditionally related under pesticid,0
jordtype and dg25 are not conditionally related under exptgens,0
jordtype and dg25 are not conditionally related under mod_nmin,0
jordtype and dg25 are not conditionally related under ngodnt,0
jordtype and dg25 are not conditionally related under nopt,0
jordtype and dg25 are not conditionally related under ngodnn,0
jordtype and dg25 are not conditionally related under ngodn,0
jordtype and dg25 are not conditionally related under nprot,0
jordtype and dg25 are not conditionally related under saatid,0
jordtype and dg25 are not conditionally related under rokap,0
jordtype and dg25 are not conditionally related under dgv1059,0
jordtype and dg25 are not conditionally related under sort,0
jordtype and dg25 are not conditionally related under srtprot,0
jordtype and dg25 are not conditionally related under nplac,0
jordtype and dg25 are conditionally related under ngtilg,1
jordtype and dg25 are conditionally related under ntilg,1
jordtype and dg25 are not conditionally related under saamng,0
jordtype and dg25 are not conditionally related under tkvs,0
jordtype and dg25 are not conditionally related under saakern,0
jordtype and dg25 are not conditionally related under partigerm,0
jordtype and dg25 are not conditionally related under frspdag,0
jordtype and dg25 are not conditionally related under jordinf,0
jordtype and dg25 are not conditionally related under markgrm,0
jordtype and dg25 are not conditionally related under antplnt,0
jordtype and dg25 are not conditionally related under sorttkv,0
jordtype and dg25 are conditionally related under aks_m2,1
jordtype and dg25 are conditionally related under keraks,1
jordtype and dg25 are not conditionally related under dgv5980,0
jordtype and dg25 are conditionally related under aks_vgt,1
jordtype and dg25 are not conditionally related under srtsize,0
jordtype and dg25 are conditionally related under ksort,1
jordtype and dg25 are conditionally related under protein,1
jordtype and dg25 are conditionally related under udb,1
jordtype and dg25 are conditionally related under spndx,1
jordtype and dg25 are conditionally related under tkv,1
jordtype and dg25 are conditionally related under slt22,1
jordtype and dg25 are conditionally related under s2225,1
jordtype and dg25 are conditionally related under s2528,1
jordtype and dg25 are not conditionally related under bgbyg,0
jordtype and ngtilg are related,1
jordtype and ntilg are related,1
jordtype and saamng are not conditionally related under komm,0
jordtype and saamng are not conditionally related under nedbarea,0
jordtype and saamng are not conditionally related under nmin,0
jordtype and saamng are not conditionally related under aar_mod,0
jordtype and saamng are not conditionally related under forfrugt,0
jordtype and saamng are not conditionally related under potnmin,0
jordtype and saamng are not conditionally related under jordn,0
jordtype and saamng are not conditionally related under pesticid,0
jordtype and saamng are not conditionally related under exptgens,0
jordtype and saamng are not conditionally related under mod_nmin,0
jordtype and saamng are not conditionally related under ngodnt,0
jordtype and saamng are not conditionally related under nopt,0
jordtype and saamng are not conditionally related under ngodnn,0
jordtype and saamng are not conditionally related under ngodn,0
jordtype and saamng are not conditionally related under nprot,0
jordtype and saamng are not conditionally related under saatid,0
jordtype and saamng are not conditionally related under rokap,0
jordtype and saamng are not conditionally related under dgv1059,0
jordtype and saamng are not conditionally related under sort,0
jordtype and saamng are not conditionally related under srtprot,0
jordtype and saamng are not conditionally related under nplac,0
jordtype and saamng are not conditionally related under dg25,0
jordtype and saamng are not conditionally related under ngtilg,0
jordtype and saamng are not conditionally related under ntilg,0
jordtype and saamng are not conditionally related under tkvs,0
jordtype and saamng are not conditionally related under saakern,0
jordtype and saamng are not conditionally related under partigerm,0
jordtype and saamng are not conditionally related under frspdag,0
jordtype and saamng are not conditionally related under jordinf,0
jordtype and saamng are not conditionally related under markgrm,0
jordtype and saamng are not conditionally related under antplnt,0
jordtype and saamng are not conditionally related under sorttkv,0
jordtype and saamng are conditionally related under aks_m2,1
jordtype and saamng are conditionally related under keraks,1
jordtype and saamng are not conditionally related under dgv5980,0
jordtype and saamng are conditionally related under aks_vgt,1
jordtype and saamng are not conditionally related under srtsize,0
jordtype and saamng are conditionally related under ksort,1
jordtype and saamng are conditionally related under protein,1
jordtype and saamng are conditionally related under udb,1
jordtype and saamng are conditionally related under spndx,1
jordtype and saamng are conditionally related under tkv,1
jordtype and saamng are conditionally related under slt22,1
jordtype and saamng are conditionally related under s2225,1
jordtype and saamng are conditionally related under s2528,1
jordtype and saamng are not conditionally related under bgbyg,0
jordtype and tkvs are not conditionally related under komm,0
jordtype and tkvs are not conditionally related under nedbarea,0
jordtype and tkvs are not conditionally related under nmin,0
jordtype and tkvs are not conditionally related under aar_mod,0
jordtype and tkvs are not conditionally related under forfrugt,0
jordtype and tkvs are not conditionally related under potnmin,0
jordtype and tkvs are not conditionally related under jordn,0
jordtype and tkvs are not conditionally related under pesticid,0
jordtype and tkvs are not conditionally related under exptgens,0
jordtype and tkvs are not conditionally related under mod_nmin,0
jordtype and tkvs are not conditionally related under ngodnt,0
jordtype and tkvs are not conditionally related under nopt,0
jordtype and tkvs are not conditionally related under ngodnn,0
jordtype and tkvs are not conditionally related under ngodn,0
jordtype and tkvs are not conditionally related under nprot,0
jordtype and tkvs are not conditionally related under saatid,0
jordtype and tkvs are not conditionally related under rokap,0
jordtype and tkvs are not conditionally related under dgv1059,0
jordtype and tkvs are not conditionally related under sort,0
jordtype and tkvs are not conditionally related under srtprot,0
jordtype and tkvs are not conditionally related under nplac,0
jordtype and tkvs are not conditionally related under dg25,0
jordtype and tkvs are not conditionally related under ngtilg,0
jordtype and tkvs are not conditionally related under ntilg,0
jordtype and tkvs are not conditionally related under saamng,0
jordtype and tkvs are not conditionally related under saakern,0
jordtype and tkvs are not conditionally related under partigerm,0
jordtype and tkvs are not conditionally related under frspdag,0
jordtype and tkvs are not conditionally related under jordinf,0
jordtype and tkvs are not conditionally related under markgrm,0
jordtype and tkvs are not conditionally related under antplnt,0
jordtype and tkvs are not conditionally related under sorttkv,0
jordtype and tkvs are conditionally related under aks_m2,1
jordtype and tkvs are conditionally related under keraks,1
jordtype and tkvs are not conditionally related under dgv5980,0
jordtype and tkvs are conditionally related under aks_vgt,1
jordtype and tkvs are not conditionally related under srtsize,0
jordtype and tkvs are conditionally related under ksort,1
jordtype and tkvs are conditionally related under protein,1
jordtype and tkvs are conditionally related under udb,1
jordtype and tkvs are conditionally related under spndx,1
jordtype and tkvs are conditionally related under tkv,1
jordtype and tkvs are conditionally related under slt22,1
jordtype and tkvs are conditionally related under s2225,1
jordtype and tkvs are conditionally related under s2528,1
jordtype and tkvs are not conditionally related under bgbyg,0
jordtype and saakern are not conditionally related under komm,0
jordtype and saakern are not conditionally related under nedbarea,0
jordtype and saakern are not conditionally related under nmin,0
jordtype and saakern are not conditionally related under aar_mod,0
jordtype and saakern are not conditionally related under forfrugt,0
jordtype and saakern are not conditionally related under potnmin,0
jordtype and saakern are not conditionally related under jordn,0
jordtype and saakern are not conditionally related under pesticid,0
jordtype and saakern are not conditionally related under exptgens,0
jordtype and saakern are not conditionally related under mod_nmin,0
jordtype and saakern are not conditionally related under ngodnt,0
jordtype and saakern are not conditionally related under nopt,0
jordtype and saakern are not conditionally related under ngodnn,0
jordtype and saakern are not conditionally related under ngodn,0
jordtype and saakern are not conditionally related under nprot,0
jordtype and saakern are not conditionally related under saatid,0
jordtype and saakern are not conditionally related under rokap,0
jordtype and saakern are not conditionally related under dgv1059,0
jordtype and saakern are not conditionally related under sort,0
jordtype and saakern are not conditionally related under srtprot,0
jordtype and saakern are not conditionally related under nplac,0
jordtype and saakern are not conditionally related under dg25,0
jordtype and saakern are not conditionally related under ngtilg,0
jordtype and saakern are not conditionally related under ntilg,0
jordtype and saakern are not conditionally related under saamng,0
jordtype and saakern are not conditionally related under tkvs,0
jordtype and saakern are not conditionally related under partigerm,0
jordtype and saakern are not conditionally related under frspdag,0
jordtype and saakern are not conditionally related under jordinf,0
jordtype and saakern are not conditionally related under markgrm,0
jordtype and saakern are not conditionally related under antplnt,0
jordtype and saakern are not conditionally related under sorttkv,0
jordtype and saakern are conditionally related under aks_m2,1
jordtype and saakern are conditionally related under keraks,1
jordtype and saakern are not conditionally related under dgv5980,0
jordtype and saakern are conditionally related under aks_vgt,1
jordtype and saakern are not conditionally related under srtsize,0
jordtype and saakern are conditionally related under ksort,1
jordtype and saakern are conditionally related under protein,1
jordtype and saakern are conditionally related under udb,1
jordtype and saakern are conditionally related under spndx,1
jordtype and saakern are conditionally related under tkv,1
jordtype and saakern are conditionally related under slt22,1
jordtype and saakern are conditionally related under s2225,1
jordtype and saakern are conditionally related under s2528,1
jordtype and saakern are not conditionally related under bgbyg,0
jordtype and partigerm are not conditionally related under komm,0
jordtype and partigerm are not conditionally related under nedbarea,0
jordtype and partigerm are not conditionally related under nmin,0
jordtype and partigerm are not conditionally related under aar_mod,0
jordtype and partigerm are not conditionally related under forfrugt,0
jordtype and partigerm are not conditionally related under potnmin,0
jordtype and partigerm are not conditionally related under jordn,0
jordtype and partigerm are not conditionally related under pesticid,0
jordtype and partigerm are not conditionally related under exptgens,0
jordtype and partigerm are not conditionally related under mod_nmin,0
jordtype and partigerm are not conditionally related under ngodnt,0
jordtype and partigerm are not conditionally related under nopt,0
jordtype and partigerm are not conditionally related under ngodnn,0
jordtype and partigerm are not conditionally related under ngodn,0
jordtype and partigerm are not conditionally related under nprot,0
jordtype and partigerm are not conditionally related under saatid,0
jordtype and partigerm are not conditionally related under rokap,0
jordtype and partigerm are not conditionally related under dgv1059,0
jordtype and partigerm are not conditionally related under sort,0
jordtype and partigerm are not conditionally related under srtprot,0
jordtype and partigerm are not conditionally related under nplac,0
jordtype and partigerm are not conditionally related under dg25,0
jordtype and partigerm are not conditionally related under ngtilg,0
jordtype and partigerm are not conditionally related under ntilg,0
jordtype and partigerm are not conditionally related under saamng,0
jordtype and partigerm are not conditionally related under tkvs,0
jordtype and partigerm are not conditionally related under saakern,0
jordtype and partigerm are not conditionally related under frspdag,0
jordtype and partigerm are not conditionally related under jordinf,0
jordtype and partigerm are not conditionally related under markgrm,0
jordtype and partigerm are not conditionally related under antplnt,0
jordtype and partigerm are not conditionally related under sorttkv,0
jordtype and partigerm are conditionally related under aks_m2,1
jordtype and partigerm are conditionally related under keraks,1
jordtype and partigerm are not conditionally related under dgv5980,0
jordtype and partigerm are conditionally related under aks_vgt,1
jordtype and partigerm are not conditionally related under srtsize,0
jordtype and partigerm are conditionally related under ksort,1
jordtype and partigerm are conditionally related under protein,1
jordtype and partigerm are conditionally related under udb,1
jordtype and partigerm are conditionally related under spndx,1
jordtype and partigerm are conditionally related under tkv,1
jordtype and partigerm are conditionally related under slt22,1
jordtype and partigerm are conditionally related under s2225,1
jordtype and partigerm are conditionally related under s2528,1
