Relationship,Number
alcoholism and vh_amn are not conditionally related under amylase,0
alcoholism and vh_amn are conditionally related under ggtp,1
alcoholism and vh_amn are conditionally related under cholesterol,1
alcoholism and vh_amn are not conditionally related under hbsag,0
alcoholism and vh_amn are not conditionally related under hbsag_anti,0
alcoholism and vh_amn are not conditionally related under anorexia,0
alcoholism and vh_amn are not conditionally related under nausea,0
alcoholism and vh_amn are conditionally related under spleen,1
alcoholism and vh_amn are conditionally related under consciousness,1
alcoholism and vh_amn are conditionally related under spiders,1
alcoholism and vh_amn are conditionally related under jaundice,1
alcoholism and vh_amn are conditionally related under albumin,1
alcoholism and vh_amn are conditionally related under edge,1
alcoholism and vh_amn are conditionally related under irregular_liver,1
alcoholism and vh_amn are not conditionally related under hbc_anti,0
alcoholism and vh_amn are not conditionally related under hcv_anti,0
alcoholism and vh_amn are conditionally related under palms,1
alcoholism and vh_amn are not conditionally related under hbeag,0
alcoholism and vh_amn are conditionally related under carcinoma,1
alcoholism and hepatotoxic are not conditionally related under vh_amn,0
alcoholism and hepatotoxic are conditionally related under THepatitis,1
alcoholism and hepatotoxic are not conditionally related under hospital,0
alcoholism and hepatotoxic are not conditionally related under surgery,0
alcoholism and hepatotoxic are not conditionally related under gallstones,0
alcoholism and hepatotoxic are not conditionally related under choledocholithotomy,0
alcoholism and hepatotoxic are not conditionally related under injections,0
alcoholism and hepatotoxic are not conditionally related under transfusion,0
alcoholism and hepatotoxic are not conditionally related under ChHepatitis,0
alcoholism and hepatotoxic are not conditionally related under sex,0
alcoholism and hepatotoxic are not conditionally related under age,0
alcoholism and hepatotoxic are not conditionally related under PBC,0
alcoholism and hepatotoxic are not conditionally related under fibrosis,0
alcoholism and hepatotoxic are not conditionally related under diabetes,0
alcoholism and hepatotoxic are not conditionally related under obesity,0
alcoholism and hepatotoxic are not conditionally related under Steatosis,0
alcoholism and hepatotoxic are not conditionally related under Cirrhosis,0
alcoholism and hepatotoxic are not conditionally related under Hyperbilirubinemia,0
alcoholism and hepatotoxic are not conditionally related under triglycerides,0
alcoholism and hepatotoxic are not conditionally related under RHepatitis,0
alcoholism and hepatotoxic are conditionally related under fatigue,1
alcoholism and hepatotoxic are not conditionally related under bilirubin,0
alcoholism and hepatotoxic are not conditionally related under itching,0
alcoholism and hepatotoxic are not conditionally related under upper_pain,0
alcoholism and hepatotoxic are not conditionally related under fat,0
alcoholism and hepatotoxic are not conditionally related under pain_ruq,0
alcoholism and hepatotoxic are not conditionally related under pressure_ruq,0
alcoholism and hepatotoxic are conditionally related under phosphatase,1
alcoholism and hepatotoxic are not conditionally related under skin,0
alcoholism and hepatotoxic are not conditionally related under ama,0
alcoholism and hepatotoxic are not conditionally related under le_cells,0
alcoholism and hepatotoxic are not conditionally related under joints,0
alcoholism and hepatotoxic are not conditionally related under pain,0
alcoholism and hepatotoxic are not conditionally related under proteins,0
alcoholism and hepatotoxic are not conditionally related under edema,0
alcoholism and hepatotoxic are not conditionally related under platelet,0
alcoholism and hepatotoxic are conditionally related under inr,1
alcoholism and hepatotoxic are conditionally related under bleeding,1
alcoholism and hepatotoxic are not conditionally related under flatulence,0
alcoholism and hepatotoxic are not conditionally related under alcohol,0
alcoholism and hepatotoxic are not conditionally related under encephalopathy,0
alcoholism and hepatotoxic are not conditionally related under urea,0
alcoholism and hepatotoxic are not conditionally related under ascites,0
alcoholism and hepatotoxic are conditionally related under hepatomegaly,1
alcoholism and hepatotoxic are conditionally related under hepatalgia,1
alcoholism and hepatotoxic are not conditionally related under density,0
alcoholism and hepatotoxic are not conditionally related under ESR,0
alcoholism and hepatotoxic are conditionally related under alt,1
alcoholism and hepatotoxic are conditionally related under ast,1
alcoholism and hepatotoxic are not conditionally related under amylase,0
alcoholism and hepatotoxic are conditionally related under ggtp,1
alcoholism and hepatotoxic are not conditionally related under cholesterol,0
alcoholism and hepatotoxic are not conditionally related under hbsag,0
alcoholism and hepatotoxic are not conditionally related under hbsag_anti,0
alcoholism and hepatotoxic are conditionally related under anorexia,1
alcoholism and hepatotoxic are conditionally related under nausea,1
alcoholism and hepatotoxic are conditionally related under spleen,1
alcoholism and hepatotoxic are not conditionally related under consciousness,0
alcoholism and hepatotoxic are not conditionally related under spiders,0
alcoholism and hepatotoxic are not conditionally related under jaundice,0
alcoholism and hepatotoxic are not conditionally related under albumin,0
alcoholism and hepatotoxic are not conditionally related under edge,0
alcoholism and hepatotoxic are not conditionally related under irregular_liver,0
alcoholism and hepatotoxic are not conditionally related under hbc_anti,0
alcoholism and hepatotoxic are not conditionally related under hcv_anti,0
alcoholism and hepatotoxic are not conditionally related under palms,0
alcoholism and hepatotoxic are not conditionally related under hbeag,0
alcoholism and hepatotoxic are not conditionally related under carcinoma,0
alcoholism and THepatitis are related,1
alcoholism and hospital are not conditionally related under vh_amn,0
alcoholism and hospital are not conditionally related under hepatotoxic,0
alcoholism and hospital are not conditionally related under THepatitis,0
alcoholism and hospital are not conditionally related under surgery,0
alcoholism and hospital are not conditionally related under gallstones,0
alcoholism and hospital are not conditionally related under choledocholithotomy,0
alcoholism and hospital are not conditionally related under injections,0
alcoholism and hospital are not conditionally related under transfusion,0
alcoholism and hospital are not conditionally related under ChHepatitis,0
alcoholism and hospital are not conditionally related under sex,0
alcoholism and hospital are not conditionally related under age,0
alcoholism and hospital are not conditionally related under PBC,0
alcoholism and hospital are not conditionally related under fibrosis,0
alcoholism and hospital are not conditionally related under diabetes,0
alcoholism and hospital are not conditionally related under obesity,0
alcoholism and hospital are not conditionally related under Steatosis,0
alcoholism and hospital are conditionally related under Cirrhosis,1
alcoholism and hospital are not conditionally related under Hyperbilirubinemia,0
alcoholism and hospital are not conditionally related under triglycerides,0
alcoholism and hospital are not conditionally related under RHepatitis,0
alcoholism and hospital are conditionally related under fatigue,1
alcoholism and hospital are conditionally related under bilirubin,1
alcoholism and hospital are conditionally related under itching,1
alcoholism and hospital are not conditionally related under upper_pain,0
alcoholism and hospital are not conditionally related under fat,0
alcoholism and hospital are not conditionally related under pain_ruq,0
alcoholism and hospital are not conditionally related under pressure_ruq,0
alcoholism and hospital are conditionally related under phosphatase,1
alcoholism and hospital are conditionally related under skin,1
alcoholism and hospital are not conditionally related under ama,0
alcoholism and hospital are not conditionally related under le_cells,0
alcoholism and hospital are not conditionally related under joints,0
alcoholism and hospital are not conditionally related under pain,0
alcoholism and hospital are conditionally related under proteins,1
alcoholism and hospital are conditionally related under edema,1
alcoholism and hospital are conditionally related under platelet,1
alcoholism and hospital are conditionally related under inr,1
alcoholism and hospital are conditionally related under bleeding,1
alcoholism and hospital are not conditionally related under flatulence,0
alcoholism and hospital are conditionally related under alcohol,1
alcoholism and hospital are conditionally related under encephalopathy,1
alcoholism and hospital are conditionally related under urea,1
alcoholism and hospital are conditionally related under ascites,1
alcoholism and hospital are not conditionally related under hepatomegaly,0
alcoholism and hospital are not conditionally related under hepatalgia,0
alcoholism and hospital are conditionally related under density,1
alcoholism and hospital are conditionally related under ESR,1
alcoholism and hospital are conditionally related under alt,1
alcoholism and hospital are conditionally related under ast,1
alcoholism and hospital are not conditionally related under amylase,0
alcoholism and hospital are conditionally related under ggtp,1
alcoholism and hospital are conditionally related under cholesterol,1
alcoholism and hospital are not conditionally related under hbsag,0
alcoholism and hospital are not conditionally related under hbsag_anti,0
alcoholism and hospital are not conditionally related under anorexia,0
alcoholism and hospital are not conditionally related under nausea,0
alcoholism and hospital are conditionally related under spleen,1
alcoholism and hospital are conditionally related under consciousness,1
alcoholism and hospital are conditionally related under spiders,1
alcoholism and hospital are conditionally related under jaundice,1
alcoholism and hospital are conditionally related under albumin,1
alcoholism and hospital are conditionally related under edge,1
alcoholism and hospital are conditionally related under irregular_liver,1
alcoholism and hospital are not conditionally related under hbc_anti,0
alcoholism and hospital are not conditionally related under hcv_anti,0
alcoholism and hospital are conditionally related under palms,1
alcoholism and hospital are not conditionally related under hbeag,0
alcoholism and hospital are conditionally related under carcinoma,1
alcoholism and surgery are not conditionally related under vh_amn,0
alcoholism and surgery are not conditionally related under hepatotoxic,0
alcoholism and surgery are not conditionally related under THepatitis,0
alcoholism and surgery are not conditionally related under hospital,0
alcoholism and surgery are not conditionally related under gallstones,0
alcoholism and surgery are not conditionally related under choledocholithotomy,0
alcoholism and surgery are not conditionally related under injections,0
alcoholism and surgery are not conditionally related under transfusion,0
alcoholism and surgery are not conditionally related under ChHepatitis,0
alcoholism and surgery are not conditionally related under sex,0
alcoholism and surgery are not conditionally related under age,0
alcoholism and surgery are not conditionally related under PBC,0
alcoholism and surgery are not conditionally related under fibrosis,0
alcoholism and surgery are not conditionally related under diabetes,0
alcoholism and surgery are not conditionally related under obesity,0
alcoholism and surgery are not conditionally related under Steatosis,0
alcoholism and surgery are conditionally related under Cirrhosis,1
alcoholism and surgery are not conditionally related under Hyperbilirubinemia,0
alcoholism and surgery are not conditionally related under triglycerides,0
alcoholism and surgery are not conditionally related under RHepatitis,0
alcoholism and surgery are conditionally related under fatigue,1
alcoholism and surgery are conditionally related under bilirubin,1
alcoholism and surgery are conditionally related under itching,1
alcoholism and surgery are not conditionally related under upper_pain,0
alcoholism and surgery are not conditionally related under fat,0
alcoholism and surgery are not conditionally related under pain_ruq,0
alcoholism and surgery are not conditionally related under pressure_ruq,0
alcoholism and surgery are conditionally related under phosphatase,1
alcoholism and surgery are conditionally related under skin,1
alcoholism and surgery are not conditionally related under ama,0
alcoholism and surgery are not conditionally related under le_cells,0
alcoholism and surgery are not conditionally related under joints,0
alcoholism and surgery are not conditionally related under pain,0
alcoholism and surgery are conditionally related under proteins,1
alcoholism and surgery are conditionally related under edema,1
alcoholism and surgery are conditionally related under platelet,1
alcoholism and surgery are conditionally related under inr,1
alcoholism and surgery are conditionally related under bleeding,1
alcoholism and surgery are not conditionally related under flatulence,0
alcoholism and surgery are conditionally related under alcohol,1
alcoholism and surgery are conditionally related under encephalopathy,1
alcoholism and surgery are conditionally related under urea,1
alcoholism and surgery are conditionally related under ascites,1
alcoholism and surgery are not conditionally related under hepatomegaly,0
alcoholism and surgery are not conditionally related under hepatalgia,0
alcoholism and surgery are conditionally related under density,1
alcoholism and surgery are conditionally related under ESR,1
alcoholism and surgery are conditionally related under alt,1
alcoholism and surgery are conditionally related under ast,1
alcoholism and surgery are not conditionally related under amylase,0
alcoholism and surgery are conditionally related under ggtp,1
alcoholism and surgery are conditionally related under cholesterol,1
alcoholism and surgery are not conditionally related under hbsag,0
alcoholism and surgery are not conditionally related under hbsag_anti,0
alcoholism and surgery are not conditionally related under anorexia,0
alcoholism and surgery are not conditionally related under nausea,0
alcoholism and surgery are conditionally related under spleen,1
alcoholism and surgery are conditionally related under consciousness,1
alcoholism and surgery are conditionally related under spiders,1
alcoholism and surgery are conditionally related under jaundice,1
alcoholism and surgery are conditionally related under albumin,1
alcoholism and surgery are conditionally related under edge,1
alcoholism and surgery are conditionally related under irregular_liver,1
alcoholism and surgery are not conditionally related under hbc_anti,0
alcoholism and surgery are not conditionally related under hcv_anti,0
alcoholism and surgery are conditionally related under palms,1
alcoholism and surgery are not conditionally related under hbeag,0
alcoholism and surgery are conditionally related under carcinoma,1
alcoholism and gallstones are not conditionally related under vh_amn,0
alcoholism and gallstones are not conditionally related under hepatotoxic,0
alcoholism and gallstones are not conditionally related under THepatitis,0
alcoholism and gallstones are not conditionally related under hospital,0
alcoholism and gallstones are not conditionally related under surgery,0
alcoholism and gallstones are not conditionally related under choledocholithotomy,0
alcoholism and gallstones are not conditionally related under injections,0
alcoholism and gallstones are not conditionally related under transfusion,0
alcoholism and gallstones are not conditionally related under ChHepatitis,0
alcoholism and gallstones are not conditionally related under sex,0
alcoholism and gallstones are not conditionally related under age,0
alcoholism and gallstones are not conditionally related under PBC,0
alcoholism and gallstones are not conditionally related under fibrosis,0
alcoholism and gallstones are not conditionally related under diabetes,0
alcoholism and gallstones are not conditionally related under obesity,0
alcoholism and gallstones are not conditionally related under Steatosis,0
alcoholism and gallstones are conditionally related under Cirrhosis,1
alcoholism and gallstones are not conditionally related under Hyperbilirubinemia,0
alcoholism and gallstones are not conditionally related under triglycerides,0
alcoholism and gallstones are not conditionally related under RHepatitis,0
alcoholism and gallstones are conditionally related under fatigue,1
alcoholism and gallstones are conditionally related under bilirubin,1
alcoholism and gallstones are conditionally related under itching,1
alcoholism and gallstones are not conditionally related under upper_pain,0
alcoholism and gallstones are not conditionally related under fat,0
alcoholism and gallstones are not conditionally related under pain_ruq,0
alcoholism and gallstones are not conditionally related under pressure_ruq,0
alcoholism and gallstones are conditionally related under phosphatase,1
alcoholism and gallstones are conditionally related under skin,1
alcoholism and gallstones are not conditionally related under ama,0
alcoholism and gallstones are not conditionally related under le_cells,0
alcoholism and gallstones are not conditionally related under joints,0
alcoholism and gallstones are not conditionally related under pain,0
alcoholism and gallstones are conditionally related under proteins,1
alcoholism and gallstones are conditionally related under edema,1
alcoholism and gallstones are conditionally related under platelet,1
alcoholism and gallstones are conditionally related under inr,1
alcoholism and gallstones are conditionally related under bleeding,1
alcoholism and gallstones are not conditionally related under flatulence,0
alcoholism and gallstones are conditionally related under alcohol,1
alcoholism and gallstones are conditionally related under encephalopathy,1
alcoholism and gallstones are conditionally related under urea,1
alcoholism and gallstones are conditionally related under ascites,1
alcoholism and gallstones are not conditionally related under hepatomegaly,0
alcoholism and gallstones are not conditionally related under hepatalgia,0
alcoholism and gallstones are conditionally related under density,1
alcoholism and gallstones are conditionally related under ESR,1
alcoholism and gallstones are conditionally related under alt,1
alcoholism and gallstones are conditionally related under ast,1
alcoholism and gallstones are not conditionally related under amylase,0
alcoholism and gallstones are conditionally related under ggtp,1
alcoholism and gallstones are conditionally related under cholesterol,1
alcoholism and gallstones are not conditionally related under hbsag,0
alcoholism and gallstones are not conditionally related under hbsag_anti,0
alcoholism and gallstones are not conditionally related under anorexia,0
alcoholism and gallstones are not conditionally related under nausea,0
alcoholism and gallstones are conditionally related under spleen,1
alcoholism and gallstones are conditionally related under consciousness,1
alcoholism and gallstones are conditionally related under spiders,1
alcoholism and gallstones are conditionally related under jaundice,1
alcoholism and gallstones are conditionally related under albumin,1
alcoholism and gallstones are conditionally related under edge,1
alcoholism and gallstones are conditionally related under irregular_liver,1
alcoholism and gallstones are not conditionally related under hbc_anti,0
alcoholism and gallstones are not conditionally related under hcv_anti,0
alcoholism and gallstones are conditionally related under palms,1
alcoholism and gallstones are not conditionally related under hbeag,0
alcoholism and gallstones are conditionally related under carcinoma,1
alcoholism and choledocholithotomy are not conditionally related under vh_amn,0
alcoholism and choledocholithotomy are not conditionally related under hepatotoxic,0
alcoholism and choledocholithotomy are not conditionally related under THepatitis,0
alcoholism and choledocholithotomy are not conditionally related under hospital,0
alcoholism and choledocholithotomy are not conditionally related under surgery,0
alcoholism and choledocholithotomy are not conditionally related under gallstones,0
alcoholism and choledocholithotomy are not conditionally related under injections,0
alcoholism and choledocholithotomy are not conditionally related under transfusion,0
alcoholism and choledocholithotomy are not conditionally related under ChHepatitis,0
alcoholism and choledocholithotomy are not conditionally related under sex,0
alcoholism and choledocholithotomy are not conditionally related under age,0
alcoholism and choledocholithotomy are not conditionally related under PBC,0
alcoholism and choledocholithotomy are not conditionally related under fibrosis,0
alcoholism and choledocholithotomy are not conditionally related under diabetes,0
alcoholism and choledocholithotomy are not conditionally related under obesity,0
alcoholism and choledocholithotomy are not conditionally related under Steatosis,0
alcoholism and choledocholithotomy are conditionally related under Cirrhosis,1
alcoholism and choledocholithotomy are not conditionally related under Hyperbilirubinemia,0
alcoholism and choledocholithotomy are not conditionally related under triglycerides,0
alcoholism and choledocholithotomy are not conditionally related under RHepatitis,0
alcoholism and choledocholithotomy are conditionally related under fatigue,1
alcoholism and choledocholithotomy are conditionally related under bilirubin,1
alcoholism and choledocholithotomy are conditionally related under itching,1
alcoholism and choledocholithotomy are not conditionally related under upper_pain,0
alcoholism and choledocholithotomy are not conditionally related under fat,0
alcoholism and choledocholithotomy are not conditionally related under pain_ruq,0
alcoholism and choledocholithotomy are not conditionally related under pressure_ruq,0
alcoholism and choledocholithotomy are conditionally related under phosphatase,1
alcoholism and choledocholithotomy are conditionally related under skin,1
alcoholism and choledocholithotomy are not conditionally related under ama,0
alcoholism and choledocholithotomy are not conditionally related under le_cells,0
alcoholism and choledocholithotomy are not conditionally related under joints,0
alcoholism and choledocholithotomy are not conditionally related under pain,0
alcoholism and choledocholithotomy are conditionally related under proteins,1
alcoholism and choledocholithotomy are conditionally related under edema,1
alcoholism and choledocholithotomy are conditionally related under platelet,1
alcoholism and choledocholithotomy are conditionally related under inr,1
alcoholism and choledocholithotomy are conditionally related under bleeding,1
alcoholism and choledocholithotomy are not conditionally related under flatulence,0
alcoholism and choledocholithotomy are conditionally related under alcohol,1
alcoholism and choledocholithotomy are conditionally related under encephalopathy,1
alcoholism and choledocholithotomy are conditionally related under urea,1
alcoholism and choledocholithotomy are conditionally related under ascites,1
alcoholism and choledocholithotomy are not conditionally related under hepatomegaly,0
alcoholism and choledocholithotomy are not conditionally related under hepatalgia,0
alcoholism and choledocholithotomy are conditionally related under density,1
alcoholism and choledocholithotomy are conditionally related under ESR,1
alcoholism and choledocholithotomy are conditionally related under alt,1
alcoholism and choledocholithotomy are conditionally related under ast,1
alcoholism and choledocholithotomy are not conditionally related under amylase,0
alcoholism and choledocholithotomy are conditionally related under ggtp,1
alcoholism and choledocholithotomy are conditionally related under cholesterol,1
alcoholism and choledocholithotomy are not conditionally related under hbsag,0
alcoholism and choledocholithotomy are not conditionally related under hbsag_anti,0
alcoholism and choledocholithotomy are not conditionally related under anorexia,0
alcoholism and choledocholithotomy are not conditionally related under nausea,0
alcoholism and choledocholithotomy are conditionally related under spleen,1
alcoholism and choledocholithotomy are conditionally related under consciousness,1
alcoholism and choledocholithotomy are conditionally related under spiders,1
alcoholism and choledocholithotomy are conditionally related under jaundice,1
alcoholism and choledocholithotomy are conditionally related under albumin,1
alcoholism and choledocholithotomy are conditionally related under edge,1
alcoholism and choledocholithotomy are conditionally related under irregular_liver,1
alcoholism and choledocholithotomy are not conditionally related under hbc_anti,0
alcoholism and choledocholithotomy are not conditionally related under hcv_anti,0
alcoholism and choledocholithotomy are conditionally related under palms,1
alcoholism and choledocholithotomy are not conditionally related under hbeag,0
alcoholism and choledocholithotomy are conditionally related under carcinoma,1
alcoholism and injections are not conditionally related under vh_amn,0
alcoholism and injections are not conditionally related under hepatotoxic,0
alcoholism and injections are not conditionally related under THepatitis,0
alcoholism and injections are not conditionally related under hospital,0
alcoholism and injections are not conditionally related under surgery,0
alcoholism and injections are not conditionally related under gallstones,0
alcoholism and injections are not conditionally related under choledocholithotomy,0
alcoholism and injections are not conditionally related under transfusion,0
alcoholism and injections are not conditionally related under ChHepatitis,0
alcoholism and injections are not conditionally related under sex,0
alcoholism and injections are not conditionally related under age,0
alcoholism and injections are not conditionally related under PBC,0
alcoholism and injections are not conditionally related under fibrosis,0
alcoholism and injections are not conditionally related under diabetes,0
alcoholism and injections are not conditionally related under obesity,0
alcoholism and injections are not conditionally related under Steatosis,0
alcoholism and injections are conditionally related under Cirrhosis,1
alcoholism and injections are not conditionally related under Hyperbilirubinemia,0
alcoholism and injections are not conditionally related under triglycerides,0
alcoholism and injections are not conditionally related under RHepatitis,0
alcoholism and injections are conditionally related under fatigue,1
alcoholism and injections are conditionally related under bilirubin,1
alcoholism and injections are conditionally related under itching,1
alcoholism and injections are not conditionally related under upper_pain,0
alcoholism and injections are not conditionally related under fat,0
alcoholism and injections are not conditionally related under pain_ruq,0
alcoholism and injections are not conditionally related under pressure_ruq,0
alcoholism and injections are conditionally related under phosphatase,1
alcoholism and injections are conditionally related under skin,1
alcoholism and injections are not conditionally related under ama,0
alcoholism and injections are not conditionally related under le_cells,0
alcoholism and injections are not conditionally related under joints,0
alcoholism and injections are not conditionally related under pain,0
alcoholism and injections are conditionally related under proteins,1
alcoholism and injections are conditionally related under edema,1
alcoholism and injections are conditionally related under platelet,1
alcoholism and injections are conditionally related under inr,1
alcoholism and injections are conditionally related under bleeding,1
alcoholism and injections are not conditionally related under flatulence,0
alcoholism and injections are conditionally related under alcohol,1
alcoholism and injections are conditionally related under encephalopathy,1
alcoholism and injections are conditionally related under urea,1
alcoholism and injections are conditionally related under ascites,1
alcoholism and injections are not conditionally related under hepatomegaly,0
alcoholism and injections are not conditionally related under hepatalgia,0
alcoholism and injections are conditionally related under density,1
alcoholism and injections are conditionally related under ESR,1
alcoholism and injections are conditionally related under alt,1
alcoholism and injections are conditionally related under ast,1
alcoholism and injections are not conditionally related under amylase,0
alcoholism and injections are conditionally related under ggtp,1
alcoholism and injections are conditionally related under cholesterol,1
alcoholism and injections are not conditionally related under hbsag,0
alcoholism and injections are not conditionally related under hbsag_anti,0
alcoholism and injections are not conditionally related under anorexia,0
alcoholism and injections are not conditionally related under nausea,0
alcoholism and injections are conditionally related under spleen,1
alcoholism and injections are conditionally related under consciousness,1
alcoholism and injections are conditionally related under spiders,1
alcoholism and injections are conditionally related under jaundice,1
alcoholism and injections are conditionally related under albumin,1
alcoholism and injections are conditionally related under edge,1
alcoholism and injections are conditionally related under irregular_liver,1
alcoholism and injections are not conditionally related under hbc_anti,0
alcoholism and injections are not conditionally related under hcv_anti,0
alcoholism and injections are conditionally related under palms,1
alcoholism and injections are not conditionally related under hbeag,0
alcoholism and injections are conditionally related under carcinoma,1
alcoholism and transfusion are not conditionally related under vh_amn,0
alcoholism and transfusion are not conditionally related under hepatotoxic,0
alcoholism and transfusion are not conditionally related under THepatitis,0
alcoholism and transfusion are not conditionally related under hospital,0
alcoholism and transfusion are not conditionally related under surgery,0
alcoholism and transfusion are not conditionally related under gallstones,0
alcoholism and transfusion are not conditionally related under choledocholithotomy,0
alcoholism and transfusion are not conditionally related under injections,0
alcoholism and transfusion are not conditionally related under ChHepatitis,0
alcoholism and transfusion are not conditionally related under sex,0
alcoholism and transfusion are not conditionally related under age,0
alcoholism and transfusion are not conditionally related under PBC,0
alcoholism and transfusion are not conditionally related under fibrosis,0
alcoholism and transfusion are not conditionally related under diabetes,0
alcoholism and transfusion are not conditionally related under obesity,0
alcoholism and transfusion are not conditionally related under Steatosis,0
alcoholism and transfusion are conditionally related under Cirrhosis,1
alcoholism and transfusion are not conditionally related under Hyperbilirubinemia,0
alcoholism and transfusion are not conditionally related under triglycerides,0
alcoholism and transfusion are not conditionally related under RHepatitis,0
alcoholism and transfusion are conditionally related under fatigue,1
alcoholism and transfusion are conditionally related under bilirubin,1
alcoholism and transfusion are conditionally related under itching,1
alcoholism and transfusion are not conditionally related under upper_pain,0
alcoholism and transfusion are not conditionally related under fat,0
alcoholism and transfusion are not conditionally related under pain_ruq,0
alcoholism and transfusion are not conditionally related under pressure_ruq,0
alcoholism and transfusion are conditionally related under phosphatase,1
alcoholism and transfusion are conditionally related under skin,1
alcoholism and transfusion are not conditionally related under ama,0
alcoholism and transfusion are not conditionally related under le_cells,0
alcoholism and transfusion are not conditionally related under joints,0
alcoholism and transfusion are not conditionally related under pain,0
alcoholism and transfusion are conditionally related under proteins,1
alcoholism and transfusion are conditionally related under edema,1
alcoholism and transfusion are conditionally related under platelet,1
alcoholism and transfusion are conditionally related under inr,1
alcoholism and transfusion are conditionally related under bleeding,1
alcoholism and transfusion are not conditionally related under flatulence,0
alcoholism and transfusion are conditionally related under alcohol,1
alcoholism and transfusion are conditionally related under encephalopathy,1
alcoholism and transfusion are conditionally related under urea,1
alcoholism and transfusion are conditionally related under ascites,1
alcoholism and transfusion are not conditionally related under hepatomegaly,0
alcoholism and transfusion are not conditionally related under hepatalgia,0
alcoholism and transfusion are conditionally related under density,1
alcoholism and transfusion are conditionally related under ESR,1
alcoholism and transfusion are conditionally related under alt,1
alcoholism and transfusion are conditionally related under ast,1
alcoholism and transfusion are not conditionally related under amylase,0
alcoholism and transfusion are conditionally related under ggtp,1
alcoholism and transfusion are conditionally related under cholesterol,1
alcoholism and transfusion are not conditionally related under hbsag,0
alcoholism and transfusion are not conditionally related under hbsag_anti,0
alcoholism and transfusion are not conditionally related under anorexia,0
alcoholism and transfusion are not conditionally related under nausea,0
alcoholism and transfusion are conditionally related under spleen,1
alcoholism and transfusion are conditionally related under consciousness,1
alcoholism and transfusion are conditionally related under spiders,1
alcoholism and transfusion are conditionally related under jaundice,1
alcoholism and transfusion are conditionally related under albumin,1
alcoholism and transfusion are conditionally related under edge,1
alcoholism and transfusion are conditionally related under irregular_liver,1
alcoholism and transfusion are not conditionally related under hbc_anti,0
alcoholism and transfusion are not conditionally related under hcv_anti,0
alcoholism and transfusion are conditionally related under palms,1
alcoholism and transfusion are not conditionally related under hbeag,0
alcoholism and transfusion are conditionally related under carcinoma,1
alcoholism and ChHepatitis are not conditionally related under vh_amn,0
alcoholism and ChHepatitis are not conditionally related under hepatotoxic,0
alcoholism and ChHepatitis are not conditionally related under THepatitis,0
alcoholism and ChHepatitis are not conditionally related under hospital,0
alcoholism and ChHepatitis are not conditionally related under surgery,0
alcoholism and ChHepatitis are not conditionally related under gallstones,0
alcoholism and ChHepatitis are not conditionally related under choledocholithotomy,0
alcoholism and ChHepatitis are not conditionally related under injections,0
alcoholism and ChHepatitis are not conditionally related under transfusion,0
alcoholism and ChHepatitis are not conditionally related under sex,0
