Relationship,Number
dm_1 and straaling_2 are not conditionally related under lai_3,0
dm_1 and straaling_2 are not conditionally related under meldug_3,0
dm_1 and straaling_2 are conditionally related under dm_4,1
dm_1 and straaling_2 are not conditionally related under foto_4,0
dm_1 and straaling_2 are not conditionally related under straaling_4,0
dm_1 and straaling_2 are not conditionally related under temp_4,0
dm_1 and straaling_2 are not conditionally related under lai_4,0
dm_1 and straaling_2 are not conditionally related under meldug_4,0
dm_1 and straaling_2 are not conditionally related under mikro_1,0
dm_1 and straaling_2 are not conditionally related under middel_1,0
dm_1 and straaling_2 are not conditionally related under mikro_2,0
dm_1 and straaling_2 are not conditionally related under middel_2,0
dm_1 and straaling_2 are not conditionally related under mikro_3,0
dm_1 and straaling_2 are not conditionally related under middel_3,0
dm_1 and straaling_2 are not conditionally related under nedboer_1,0
dm_1 and straaling_2 are not conditionally related under nedboer_2,0
dm_1 and straaling_2 are not conditionally related under nedboer_3,0
dm_1 and straaling_2 are conditionally related under udbytte,1
dm_1 and temp_2 are not conditionally related under foto_1,0
dm_1 and temp_2 are not conditionally related under straaling_1,0
dm_1 and temp_2 are not conditionally related under temp_1,0
dm_1 and temp_2 are not conditionally related under lai_1,0
dm_1 and temp_2 are not conditionally related under meldug_1,0
dm_1 and temp_2 are not conditionally related under lai_0,0
dm_1 and temp_2 are conditionally related under dm_2,1
dm_1 and temp_2 are not conditionally related under foto_2,0
dm_1 and temp_2 are not conditionally related under straaling_2,0
dm_1 and temp_2 are not conditionally related under lai_2,0
dm_1 and temp_2 are not conditionally related under meldug_2,0
dm_1 and temp_2 are conditionally related under dm_3,1
dm_1 and temp_2 are not conditionally related under foto_3,0
dm_1 and temp_2 are not conditionally related under straaling_3,0
dm_1 and temp_2 are not conditionally related under temp_3,0
dm_1 and temp_2 are not conditionally related under lai_3,0
dm_1 and temp_2 are not conditionally related under meldug_3,0
dm_1 and temp_2 are conditionally related under dm_4,1
dm_1 and temp_2 are not conditionally related under foto_4,0
dm_1 and temp_2 are not conditionally related under straaling_4,0
dm_1 and temp_2 are not conditionally related under temp_4,0
dm_1 and temp_2 are not conditionally related under lai_4,0
dm_1 and temp_2 are not conditionally related under meldug_4,0
dm_1 and temp_2 are not conditionally related under mikro_1,0
dm_1 and temp_2 are not conditionally related under middel_1,0
dm_1 and temp_2 are not conditionally related under mikro_2,0
dm_1 and temp_2 are not conditionally related under middel_2,0
dm_1 and temp_2 are not conditionally related under mikro_3,0
dm_1 and temp_2 are not conditionally related under middel_3,0
dm_1 and temp_2 are not conditionally related under nedboer_1,0
dm_1 and temp_2 are not conditionally related under nedboer_2,0
dm_1 and temp_2 are not conditionally related under nedboer_3,0
dm_1 and temp_2 are conditionally related under udbytte,1
dm_1 and lai_2 are not conditionally related under foto_1,0
dm_1 and lai_2 are not conditionally related under straaling_1,0
dm_1 and lai_2 are conditionally related under temp_1,1
dm_1 and lai_2 are conditionally related under lai_1,1
dm_1 and lai_2 are conditionally related under meldug_1,1
dm_1 and lai_2 are conditionally related under lai_0,1
dm_1 and lai_2 are conditionally related under dm_2,1
dm_1 and lai_2 are not conditionally related under foto_2,0
dm_1 and lai_2 are not conditionally related under straaling_2,0
dm_1 and lai_2 are not conditionally related under temp_2,0
dm_1 and lai_2 are not conditionally related under meldug_2,0
dm_1 and lai_2 are conditionally related under dm_3,1
dm_1 and lai_2 are not conditionally related under foto_3,0
dm_1 and lai_2 are not conditionally related under straaling_3,0
dm_1 and lai_2 are not conditionally related under temp_3,0
dm_1 and lai_2 are not conditionally related under lai_3,0
dm_1 and lai_2 are not conditionally related under meldug_3,0
dm_1 and lai_2 are conditionally related under dm_4,1
dm_1 and lai_2 are not conditionally related under foto_4,0
dm_1 and lai_2 are not conditionally related under straaling_4,0
dm_1 and lai_2 are not conditionally related under temp_4,0
dm_1 and lai_2 are not conditionally related under lai_4,0
dm_1 and lai_2 are not conditionally related under meldug_4,0
dm_1 and lai_2 are not conditionally related under mikro_1,0
dm_1 and lai_2 are not conditionally related under middel_1,0
dm_1 and lai_2 are not conditionally related under mikro_2,0
dm_1 and lai_2 are not conditionally related under middel_2,0
dm_1 and lai_2 are not conditionally related under mikro_3,0
dm_1 and lai_2 are not conditionally related under middel_3,0
dm_1 and lai_2 are not conditionally related under nedboer_1,0
dm_1 and lai_2 are not conditionally related under nedboer_2,0
dm_1 and lai_2 are not conditionally related under nedboer_3,0
dm_1 and lai_2 are conditionally related under udbytte,1
dm_1 and meldug_2 are not conditionally related under foto_1,0
dm_1 and meldug_2 are not conditionally related under straaling_1,0
dm_1 and meldug_2 are conditionally related under temp_1,1
dm_1 and meldug_2 are conditionally related under lai_1,1
dm_1 and meldug_2 are conditionally related under meldug_1,1
dm_1 and meldug_2 are conditionally related under lai_0,1
dm_1 and meldug_2 are conditionally related under dm_2,1
dm_1 and meldug_2 are not conditionally related under foto_2,0
dm_1 and meldug_2 are not conditionally related under straaling_2,0
dm_1 and meldug_2 are not conditionally related under temp_2,0
dm_1 and meldug_2 are not conditionally related under lai_2,0
dm_1 and meldug_2 are conditionally related under dm_3,1
dm_1 and meldug_2 are not conditionally related under foto_3,0
dm_1 and meldug_2 are not conditionally related under straaling_3,0
dm_1 and meldug_2 are not conditionally related under temp_3,0
dm_1 and meldug_2 are not conditionally related under lai_3,0
dm_1 and meldug_2 are not conditionally related under meldug_3,0
dm_1 and meldug_2 are conditionally related under dm_4,1
dm_1 and meldug_2 are not conditionally related under foto_4,0
dm_1 and meldug_2 are not conditionally related under straaling_4,0
dm_1 and meldug_2 are not conditionally related under temp_4,0
dm_1 and meldug_2 are not conditionally related under lai_4,0
dm_1 and meldug_2 are not conditionally related under meldug_4,0
dm_1 and meldug_2 are not conditionally related under mikro_1,0
dm_1 and meldug_2 are not conditionally related under middel_1,0
dm_1 and meldug_2 are not conditionally related under mikro_2,0
dm_1 and meldug_2 are not conditionally related under middel_2,0
dm_1 and meldug_2 are not conditionally related under mikro_3,0
dm_1 and meldug_2 are not conditionally related under middel_3,0
dm_1 and meldug_2 are not conditionally related under nedboer_1,0
dm_1 and meldug_2 are not conditionally related under nedboer_2,0
dm_1 and meldug_2 are not conditionally related under nedboer_3,0
dm_1 and meldug_2 are conditionally related under udbytte,1
dm_1 and dm_3 are related,1
dm_1 and foto_3 are not conditionally related under foto_1,0
dm_1 and foto_3 are not conditionally related under straaling_1,0
dm_1 and foto_3 are conditionally related under temp_1,1
dm_1 and foto_3 are conditionally related under lai_1,1
dm_1 and foto_3 are conditionally related under meldug_1,1
dm_1 and foto_3 are conditionally related under lai_0,1
dm_1 and foto_3 are not conditionally related under dm_2,0
dm_1 and foto_3 are not conditionally related under foto_2,0
dm_1 and foto_3 are not conditionally related under straaling_2,0
dm_1 and foto_3 are not conditionally related under temp_2,0
dm_1 and foto_3 are not conditionally related under lai_2,0
dm_1 and foto_3 are not conditionally related under meldug_2,0
dm_1 and foto_3 are conditionally related under dm_3,1
dm_1 and foto_3 are not conditionally related under straaling_3,0
dm_1 and foto_3 are not conditionally related under temp_3,0
dm_1 and foto_3 are not conditionally related under lai_3,0
dm_1 and foto_3 are not conditionally related under meldug_3,0
dm_1 and foto_3 are conditionally related under dm_4,1
dm_1 and foto_3 are not conditionally related under foto_4,0
dm_1 and foto_3 are not conditionally related under straaling_4,0
dm_1 and foto_3 are not conditionally related under temp_4,0
dm_1 and foto_3 are not conditionally related under lai_4,0
dm_1 and foto_3 are not conditionally related under meldug_4,0
dm_1 and foto_3 are not conditionally related under mikro_1,0
dm_1 and foto_3 are not conditionally related under middel_1,0
dm_1 and foto_3 are not conditionally related under mikro_2,0
dm_1 and foto_3 are not conditionally related under middel_2,0
dm_1 and foto_3 are not conditionally related under mikro_3,0
dm_1 and foto_3 are not conditionally related under middel_3,0
dm_1 and foto_3 are not conditionally related under nedboer_1,0
dm_1 and foto_3 are not conditionally related under nedboer_2,0
dm_1 and foto_3 are not conditionally related under nedboer_3,0
dm_1 and foto_3 are conditionally related under udbytte,1
dm_1 and straaling_3 are not conditionally related under foto_1,0
dm_1 and straaling_3 are not conditionally related under straaling_1,0
dm_1 and straaling_3 are not conditionally related under temp_1,0
dm_1 and straaling_3 are not conditionally related under lai_1,0
dm_1 and straaling_3 are not conditionally related under meldug_1,0
dm_1 and straaling_3 are not conditionally related under lai_0,0
dm_1 and straaling_3 are not conditionally related under dm_2,0
dm_1 and straaling_3 are not conditionally related under foto_2,0
dm_1 and straaling_3 are not conditionally related under straaling_2,0
dm_1 and straaling_3 are not conditionally related under temp_2,0
dm_1 and straaling_3 are not conditionally related under lai_2,0
dm_1 and straaling_3 are not conditionally related under meldug_2,0
dm_1 and straaling_3 are conditionally related under dm_3,1
dm_1 and straaling_3 are not conditionally related under foto_3,0
dm_1 and straaling_3 are not conditionally related under temp_3,0
dm_1 and straaling_3 are not conditionally related under lai_3,0
dm_1 and straaling_3 are not conditionally related under meldug_3,0
dm_1 and straaling_3 are conditionally related under dm_4,1
dm_1 and straaling_3 are not conditionally related under foto_4,0
dm_1 and straaling_3 are not conditionally related under straaling_4,0
dm_1 and straaling_3 are not conditionally related under temp_4,0
dm_1 and straaling_3 are not conditionally related under lai_4,0
dm_1 and straaling_3 are not conditionally related under meldug_4,0
dm_1 and straaling_3 are not conditionally related under mikro_1,0
dm_1 and straaling_3 are not conditionally related under middel_1,0
dm_1 and straaling_3 are not conditionally related under mikro_2,0
dm_1 and straaling_3 are not conditionally related under middel_2,0
dm_1 and straaling_3 are not conditionally related under mikro_3,0
dm_1 and straaling_3 are not conditionally related under middel_3,0
dm_1 and straaling_3 are not conditionally related under nedboer_1,0
dm_1 and straaling_3 are not conditionally related under nedboer_2,0
dm_1 and straaling_3 are not conditionally related under nedboer_3,0
dm_1 and straaling_3 are conditionally related under udbytte,1
dm_1 and temp_3 are not conditionally related under foto_1,0
dm_1 and temp_3 are not conditionally related under straaling_1,0
dm_1 and temp_3 are not conditionally related under temp_1,0
dm_1 and temp_3 are not conditionally related under lai_1,0
dm_1 and temp_3 are not conditionally related under meldug_1,0
dm_1 and temp_3 are not conditionally related under lai_0,0
dm_1 and temp_3 are not conditionally related under dm_2,0
dm_1 and temp_3 are not conditionally related under foto_2,0
dm_1 and temp_3 are not conditionally related under straaling_2,0
dm_1 and temp_3 are not conditionally related under temp_2,0
dm_1 and temp_3 are not conditionally related under lai_2,0
dm_1 and temp_3 are not conditionally related under meldug_2,0
dm_1 and temp_3 are conditionally related under dm_3,1
dm_1 and temp_3 are not conditionally related under foto_3,0
dm_1 and temp_3 are not conditionally related under straaling_3,0
dm_1 and temp_3 are not conditionally related under lai_3,0
dm_1 and temp_3 are not conditionally related under meldug_3,0
dm_1 and temp_3 are conditionally related under dm_4,1
dm_1 and temp_3 are not conditionally related under foto_4,0
dm_1 and temp_3 are not conditionally related under straaling_4,0
dm_1 and temp_3 are not conditionally related under temp_4,0
dm_1 and temp_3 are not conditionally related under lai_4,0
dm_1 and temp_3 are not conditionally related under meldug_4,0
dm_1 and temp_3 are not conditionally related under mikro_1,0
dm_1 and temp_3 are not conditionally related under middel_1,0
dm_1 and temp_3 are not conditionally related under mikro_2,0
dm_1 and temp_3 are not conditionally related under middel_2,0
dm_1 and temp_3 are not conditionally related under mikro_3,0
dm_1 and temp_3 are not conditionally related under middel_3,0
dm_1 and temp_3 are not conditionally related under nedboer_1,0
dm_1 and temp_3 are not conditionally related under nedboer_2,0
dm_1 and temp_3 are not conditionally related under nedboer_3,0
dm_1 and temp_3 are conditionally related under udbytte,1
dm_1 and lai_3 are not conditionally related under foto_1,0
dm_1 and lai_3 are not conditionally related under straaling_1,0
dm_1 and lai_3 are conditionally related under temp_1,1
dm_1 and lai_3 are conditionally related under lai_1,1
dm_1 and lai_3 are conditionally related under meldug_1,1
dm_1 and lai_3 are conditionally related under lai_0,1
dm_1 and lai_3 are not conditionally related under dm_2,0
dm_1 and lai_3 are not conditionally related under foto_2,0
dm_1 and lai_3 are not conditionally related under straaling_2,0
dm_1 and lai_3 are not conditionally related under temp_2,0
dm_1 and lai_3 are not conditionally related under lai_2,0
dm_1 and lai_3 are not conditionally related under meldug_2,0
dm_1 and lai_3 are conditionally related under dm_3,1
dm_1 and lai_3 are not conditionally related under foto_3,0
dm_1 and lai_3 are not conditionally related under straaling_3,0
dm_1 and lai_3 are not conditionally related under temp_3,0
dm_1 and lai_3 are not conditionally related under meldug_3,0
dm_1 and lai_3 are conditionally related under dm_4,1
dm_1 and lai_3 are not conditionally related under foto_4,0
dm_1 and lai_3 are not conditionally related under straaling_4,0
dm_1 and lai_3 are not conditionally related under temp_4,0
dm_1 and lai_3 are not conditionally related under lai_4,0
dm_1 and lai_3 are not conditionally related under meldug_4,0
dm_1 and lai_3 are not conditionally related under mikro_1,0
dm_1 and lai_3 are not conditionally related under middel_1,0
dm_1 and lai_3 are not conditionally related under mikro_2,0
dm_1 and lai_3 are not conditionally related under middel_2,0
dm_1 and lai_3 are not conditionally related under mikro_3,0
dm_1 and lai_3 are not conditionally related under middel_3,0
dm_1 and lai_3 are not conditionally related under nedboer_1,0
dm_1 and lai_3 are not conditionally related under nedboer_2,0
dm_1 and lai_3 are not conditionally related under nedboer_3,0
dm_1 and lai_3 are conditionally related under udbytte,1
dm_1 and meldug_3 are not conditionally related under foto_1,0
dm_1 and meldug_3 are not conditionally related under straaling_1,0
dm_1 and meldug_3 are conditionally related under temp_1,1
dm_1 and meldug_3 are conditionally related under lai_1,1
dm_1 and meldug_3 are conditionally related under meldug_1,1
dm_1 and meldug_3 are conditionally related under lai_0,1
dm_1 and meldug_3 are not conditionally related under dm_2,0
dm_1 and meldug_3 are not conditionally related under foto_2,0
dm_1 and meldug_3 are not conditionally related under straaling_2,0
dm_1 and meldug_3 are not conditionally related under temp_2,0
dm_1 and meldug_3 are not conditionally related under lai_2,0
dm_1 and meldug_3 are not conditionally related under meldug_2,0
dm_1 and meldug_3 are conditionally related under dm_3,1
dm_1 and meldug_3 are not conditionally related under foto_3,0
dm_1 and meldug_3 are not conditionally related under straaling_3,0
dm_1 and meldug_3 are not conditionally related under temp_3,0
dm_1 and meldug_3 are not conditionally related under lai_3,0
dm_1 and meldug_3 are conditionally related under dm_4,1
dm_1 and meldug_3 are not conditionally related under foto_4,0
dm_1 and meldug_3 are not conditionally related under straaling_4,0
dm_1 and meldug_3 are not conditionally related under temp_4,0
dm_1 and meldug_3 are not conditionally related under lai_4,0
dm_1 and meldug_3 are not conditionally related under meldug_4,0
dm_1 and meldug_3 are not conditionally related under mikro_1,0
dm_1 and meldug_3 are not conditionally related under middel_1,0
dm_1 and meldug_3 are not conditionally related under mikro_2,0
dm_1 and meldug_3 are not conditionally related under middel_2,0
dm_1 and meldug_3 are not conditionally related under mikro_3,0
dm_1 and meldug_3 are not conditionally related under middel_3,0
dm_1 and meldug_3 are not conditionally related under nedboer_1,0
dm_1 and meldug_3 are not conditionally related under nedboer_2,0
dm_1 and meldug_3 are not conditionally related under nedboer_3,0
dm_1 and meldug_3 are conditionally related under udbytte,1
dm_1 and dm_4 are related,1
dm_1 and foto_4 are not conditionally related under foto_1,0
dm_1 and foto_4 are not conditionally related under straaling_1,0
dm_1 and foto_4 are conditionally related under temp_1,1
dm_1 and foto_4 are conditionally related under lai_1,1
dm_1 and foto_4 are conditionally related under meldug_1,1
dm_1 and foto_4 are conditionally related under lai_0,1
dm_1 and foto_4 are not conditionally related under dm_2,0
dm_1 and foto_4 are not conditionally related under foto_2,0
dm_1 and foto_4 are not conditionally related under straaling_2,0
dm_1 and foto_4 are not conditionally related under temp_2,0
dm_1 and foto_4 are not conditionally related under lai_2,0
dm_1 and foto_4 are not conditionally related under meldug_2,0
dm_1 and foto_4 are not conditionally related under dm_3,0
dm_1 and foto_4 are not conditionally related under foto_3,0
dm_1 and foto_4 are not conditionally related under straaling_3,0
dm_1 and foto_4 are not conditionally related under temp_3,0
dm_1 and foto_4 are not conditionally related under lai_3,0
dm_1 and foto_4 are not conditionally related under meldug_3,0
dm_1 and foto_4 are conditionally related under dm_4,1
dm_1 and foto_4 are not conditionally related under straaling_4,0
dm_1 and foto_4 are not conditionally related under temp_4,0
dm_1 and foto_4 are not conditionally related under lai_4,0
dm_1 and foto_4 are not conditionally related under meldug_4,0
dm_1 and foto_4 are not conditionally related under mikro_1,0
dm_1 and foto_4 are not conditionally related under middel_1,0
dm_1 and foto_4 are not conditionally related under mikro_2,0
dm_1 and foto_4 are not conditionally related under middel_2,0
dm_1 and foto_4 are not conditionally related under mikro_3,0
dm_1 and foto_4 are not conditionally related under middel_3,0
dm_1 and foto_4 are not conditionally related under nedboer_1,0
dm_1 and foto_4 are not conditionally related under nedboer_2,0
dm_1 and foto_4 are not conditionally related under nedboer_3,0
dm_1 and foto_4 are conditionally related under udbytte,1
dm_1 and straaling_4 are not conditionally related under foto_1,0
dm_1 and straaling_4 are not conditionally related under straaling_1,0
dm_1 and straaling_4 are not conditionally related under temp_1,0
dm_1 and straaling_4 are not conditionally related under lai_1,0
dm_1 and straaling_4 are not conditionally related under meldug_1,0
dm_1 and straaling_4 are not conditionally related under lai_0,0
dm_1 and straaling_4 are not conditionally related under dm_2,0
dm_1 and straaling_4 are not conditionally related under foto_2,0
dm_1 and straaling_4 are not conditionally related under straaling_2,0
dm_1 and straaling_4 are not conditionally related under temp_2,0
dm_1 and straaling_4 are not conditionally related under lai_2,0
dm_1 and straaling_4 are not conditionally related under meldug_2,0
dm_1 and straaling_4 are not conditionally related under dm_3,0
dm_1 and straaling_4 are not conditionally related under foto_3,0
dm_1 and straaling_4 are not conditionally related under straaling_3,0
dm_1 and straaling_4 are not conditionally related under temp_3,0
dm_1 and straaling_4 are not conditionally related under lai_3,0
dm_1 and straaling_4 are not conditionally related under meldug_3,0
dm_1 and straaling_4 are conditionally related under dm_4,1
dm_1 and straaling_4 are not conditionally related under foto_4,0
dm_1 and straaling_4 are not conditionally related under temp_4,0
dm_1 and straaling_4 are not conditionally related under lai_4,0
dm_1 and straaling_4 are not conditionally related under meldug_4,0
dm_1 and straaling_4 are not conditionally related under mikro_1,0
dm_1 and straaling_4 are not conditionally related under middel_1,0
dm_1 and straaling_4 are not conditionally related under mikro_2,0
dm_1 and straaling_4 are not conditionally related under middel_2,0
dm_1 and straaling_4 are not conditionally related under mikro_3,0
dm_1 and straaling_4 are not conditionally related under middel_3,0
dm_1 and straaling_4 are not conditionally related under nedboer_1,0
dm_1 and straaling_4 are not conditionally related under nedboer_2,0
dm_1 and straaling_4 are not conditionally related under nedboer_3,0
dm_1 and straaling_4 are conditionally related under udbytte,1
dm_1 and temp_4 are not conditionally related under foto_1,0
dm_1 and temp_4 are not conditionally related under straaling_1,0
dm_1 and temp_4 are not conditionally related under temp_1,0
dm_1 and temp_4 are not conditionally related under lai_1,0
dm_1 and temp_4 are not conditionally related under meldug_1,0
dm_1 and temp_4 are not conditionally related under lai_0,0
dm_1 and temp_4 are not conditionally related under dm_2,0
dm_1 and temp_4 are not conditionally related under foto_2,0
dm_1 and temp_4 are not conditionally related under straaling_2,0
dm_1 and temp_4 are not conditionally related under temp_2,0
dm_1 and temp_4 are not conditionally related under lai_2,0
dm_1 and temp_4 are not conditionally related under meldug_2,0
dm_1 and temp_4 are not conditionally related under dm_3,0
dm_1 and temp_4 are not conditionally related under foto_3,0
dm_1 and temp_4 are not conditionally related under straaling_3,0
dm_1 and temp_4 are not conditionally related under temp_3,0
dm_1 and temp_4 are not conditionally related under lai_3,0
dm_1 and temp_4 are not conditionally related under meldug_3,0
dm_1 and temp_4 are conditionally related under dm_4,1
dm_1 and temp_4 are not conditionally related under foto_4,0
dm_1 and temp_4 are not conditionally related under straaling_4,0
dm_1 and temp_4 are not conditionally related under lai_4,0
dm_1 and temp_4 are not conditionally related under meldug_4,0
dm_1 and temp_4 are not conditionally related under mikro_1,0
dm_1 and temp_4 are not conditionally related under middel_1,0
dm_1 and temp_4 are not conditionally related under mikro_2,0
dm_1 and temp_4 are not conditionally related under middel_2,0
dm_1 and temp_4 are not conditionally related under mikro_3,0
dm_1 and temp_4 are not conditionally related under middel_3,0
dm_1 and temp_4 are not conditionally related under nedboer_1,0
dm_1 and temp_4 are not conditionally related under nedboer_2,0
dm_1 and temp_4 are not conditionally related under nedboer_3,0
dm_1 and temp_4 are conditionally related under udbytte,1
dm_1 and lai_4 are not conditionally related under foto_1,0
dm_1 and lai_4 are not conditionally related under straaling_1,0
dm_1 and lai_4 are conditionally related under temp_1,1
dm_1 and lai_4 are conditionally related under lai_1,1
dm_1 and lai_4 are conditionally related under meldug_1,1
dm_1 and lai_4 are conditionally related under lai_0,1
dm_1 and lai_4 are not conditionally related under dm_2,0
dm_1 and lai_4 are not conditionally related under foto_2,0
dm_1 and lai_4 are not conditionally related under straaling_2,0
dm_1 and lai_4 are not conditionally related under temp_2,0
dm_1 and lai_4 are not conditionally related under lai_2,0
dm_1 and lai_4 are not conditionally related under meldug_2,0
dm_1 and lai_4 are not conditionally related under dm_3,0
dm_1 and lai_4 are not conditionally related under foto_3,0
dm_1 and lai_4 are not conditionally related under straaling_3,0
dm_1 and lai_4 are not conditionally related under temp_3,0
dm_1 and lai_4 are not conditionally related under lai_3,0
dm_1 and lai_4 are not conditionally related under meldug_3,0
dm_1 and lai_4 are conditionally related under dm_4,1
dm_1 and lai_4 are not conditionally related under foto_4,0
dm_1 and lai_4 are not conditionally related under straaling_4,0
dm_1 and lai_4 are not conditionally related under temp_4,0
dm_1 and lai_4 are not conditionally related under meldug_4,0
dm_1 and lai_4 are not conditionally related under mikro_1,0
dm_1 and lai_4 are not conditionally related under middel_1,0
dm_1 and lai_4 are not conditionally related under mikro_2,0
dm_1 and lai_4 are not conditionally related under middel_2,0
dm_1 and lai_4 are not conditionally related under mikro_3,0
dm_1 and lai_4 are not conditionally related under middel_3,0
dm_1 and lai_4 are not conditionally related under nedboer_1,0
dm_1 and lai_4 are not conditionally related under nedboer_2,0
dm_1 and lai_4 are not conditionally related under nedboer_3,0
dm_1 and lai_4 are conditionally related under udbytte,1
dm_1 and meldug_4 are not conditionally related under foto_1,0
dm_1 and meldug_4 are not conditionally related under straaling_1,0
dm_1 and meldug_4 are conditionally related under temp_1,1
dm_1 and meldug_4 are conditionally related under lai_1,1
dm_1 and meldug_4 are conditionally related under meldug_1,1
dm_1 and meldug_4 are conditionally related under lai_0,1
dm_1 and meldug_4 are not conditionally related under dm_2,0
dm_1 and meldug_4 are not conditionally related under foto_2,0
dm_1 and meldug_4 are not conditionally related under straaling_2,0
dm_1 and meldug_4 are not conditionally related under temp_2,0
dm_1 and meldug_4 are not conditionally related under lai_2,0
dm_1 and meldug_4 are not conditionally related under meldug_2,0
dm_1 and meldug_4 are not conditionally related under dm_3,0
dm_1 and meldug_4 are not conditionally related under foto_3,0
dm_1 and meldug_4 are not conditionally related under straaling_3,0
dm_1 and meldug_4 are not conditionally related under temp_3,0
dm_1 and meldug_4 are not conditionally related under lai_3,0
dm_1 and meldug_4 are not conditionally related under meldug_3,0
dm_1 and meldug_4 are conditionally related under dm_4,1
dm_1 and meldug_4 are not conditionally related under foto_4,0
dm_1 and meldug_4 are not conditionally related under straaling_4,0
dm_1 and meldug_4 are not conditionally related under temp_4,0
dm_1 and meldug_4 are not conditionally related under lai_4,0
dm_1 and meldug_4 are not conditionally related under mikro_1,0
dm_1 and meldug_4 are not conditionally related under middel_1,0
dm_1 and meldug_4 are not conditionally related under mikro_2,0
dm_1 and meldug_4 are not conditionally related under middel_2,0
dm_1 and meldug_4 are not conditionally related under mikro_3,0
dm_1 and meldug_4 are not conditionally related under middel_3,0
dm_1 and meldug_4 are not conditionally related under nedboer_1,0
dm_1 and meldug_4 are not conditionally related under nedboer_2,0
dm_1 and meldug_4 are not conditionally related under nedboer_3,0
dm_1 and meldug_4 are conditionally related under udbytte,1
dm_1 and mikro_1 are not conditionally related under foto_1,0
dm_1 and mikro_1 are not conditionally related under straaling_1,0
dm_1 and mikro_1 are conditionally related under temp_1,1
dm_1 and mikro_1 are conditionally related under lai_1,1
dm_1 and mikro_1 are conditionally related under meldug_1,1
dm_1 and mikro_1 are conditionally related under lai_0,1
dm_1 and mikro_1 are conditionally related under dm_2,1
dm_1 and mikro_1 are not conditionally related under foto_2,0
dm_1 and mikro_1 are not conditionally related under straaling_2,0
dm_1 and mikro_1 are not conditionally related under temp_2,0
dm_1 and mikro_1 are not conditionally related under lai_2,0
dm_1 and mikro_1 are not conditionally related under meldug_2,0
dm_1 and mikro_1 are conditionally related under dm_3,1
dm_1 and mikro_1 are not conditionally related under foto_3,0
dm_1 and mikro_1 are not conditionally related under straaling_3,0
dm_1 and mikro_1 are not conditionally related under temp_3,0
dm_1 and mikro_1 are not conditionally related under lai_3,0
dm_1 and mikro_1 are not conditionally related under meldug_3,0
dm_1 and mikro_1 are conditionally related under dm_4,1
dm_1 and mikro_1 are not conditionally related under foto_4,0
dm_1 and mikro_1 are not conditionally related under straaling_4,0
dm_1 and mikro_1 are not conditionally related under temp_4,0
