Relationship,Number
HypDistrib and Grunting are not conditionally related under ChestXray,0
HypDistrib and Grunting are not conditionally related under LVHreport,0
HypDistrib and Grunting are not conditionally related under LowerBodyO2,0
HypDistrib and Grunting are not conditionally related under RUQO2,0
HypDistrib and Grunting are not conditionally related under CO2Report,0
HypDistrib and Grunting are not conditionally related under XrayReport,0
HypDistrib and Grunting are conditionally related under Disease,1
HypDistrib and Grunting are not conditionally related under GruntingReport,0
HypDistrib and Grunting are not conditionally related under Age,0
HypDistrib and Grunting are not conditionally related under LVH,0
HypDistrib and Grunting are not conditionally related under DuctFlow,0
HypDistrib and Grunting are not conditionally related under CardiacMixing,0
HypDistrib and Grunting are not conditionally related under LungParench,0
HypDistrib and Grunting are not conditionally related under LungFlow,0
HypDistrib and Grunting are not conditionally related under Sick,0
HypDistrib and LVHreport are conditionally related under BirthAsphyxia,1
HypDistrib and LVHreport are not conditionally related under HypoxiaInO2,0
HypDistrib and LVHreport are not conditionally related under CO2,0
HypDistrib and LVHreport are not conditionally related under ChestXray,0
HypDistrib and LVHreport are not conditionally related under Grunting,0
HypDistrib and LVHreport are not conditionally related under LowerBodyO2,0
HypDistrib and LVHreport are not conditionally related under RUQO2,0
HypDistrib and LVHreport are not conditionally related under CO2Report,0
HypDistrib and LVHreport are not conditionally related under XrayReport,0
HypDistrib and LVHreport are conditionally related under Disease,1
HypDistrib and LVHreport are not conditionally related under GruntingReport,0
HypDistrib and LVHreport are not conditionally related under Age,0
HypDistrib and LVHreport are not conditionally related under LVH,0
HypDistrib and LVHreport are not conditionally related under DuctFlow,0
HypDistrib and LVHreport are not conditionally related under CardiacMixing,0
HypDistrib and LVHreport are not conditionally related under LungParench,0
HypDistrib and LVHreport are not conditionally related under LungFlow,0
HypDistrib and LVHreport are not conditionally related under Sick,0
HypDistrib and LowerBodyO2 are related,1
HypDistrib and RUQO2 are conditionally related under BirthAsphyxia,1
HypDistrib and RUQO2 are not conditionally related under HypoxiaInO2,0
HypDistrib and RUQO2 are not conditionally related under CO2,0
HypDistrib and RUQO2 are not conditionally related under ChestXray,0
HypDistrib and RUQO2 are not conditionally related under Grunting,0
HypDistrib and RUQO2 are not conditionally related under LVHreport,0
HypDistrib and RUQO2 are not conditionally related under LowerBodyO2,0
HypDistrib and RUQO2 are not conditionally related under CO2Report,0
HypDistrib and RUQO2 are not conditionally related under XrayReport,0
HypDistrib and RUQO2 are conditionally related under Disease,1
HypDistrib and RUQO2 are not conditionally related under GruntingReport,0
HypDistrib and RUQO2 are not conditionally related under Age,0
HypDistrib and RUQO2 are not conditionally related under LVH,0
HypDistrib and RUQO2 are not conditionally related under DuctFlow,0
HypDistrib and RUQO2 are conditionally related under CardiacMixing,1
HypDistrib and RUQO2 are not conditionally related under LungParench,0
HypDistrib and RUQO2 are not conditionally related under LungFlow,0
HypDistrib and RUQO2 are not conditionally related under Sick,0
HypDistrib and CO2Report are conditionally related under BirthAsphyxia,1
HypDistrib and CO2Report are not conditionally related under HypoxiaInO2,0
HypDistrib and CO2Report are not conditionally related under CO2,0
HypDistrib and CO2Report are not conditionally related under ChestXray,0
HypDistrib and CO2Report are not conditionally related under Grunting,0
HypDistrib and CO2Report are not conditionally related under LVHreport,0
HypDistrib and CO2Report are not conditionally related under LowerBodyO2,0
HypDistrib and CO2Report are not conditionally related under RUQO2,0
HypDistrib and CO2Report are not conditionally related under XrayReport,0
HypDistrib and CO2Report are conditionally related under Disease,1
HypDistrib and CO2Report are not conditionally related under GruntingReport,0
HypDistrib and CO2Report are not conditionally related under Age,0
HypDistrib and CO2Report are not conditionally related under LVH,0
HypDistrib and CO2Report are not conditionally related under DuctFlow,0
HypDistrib and CO2Report are not conditionally related under CardiacMixing,0
HypDistrib and CO2Report are not conditionally related under LungParench,0
HypDistrib and CO2Report are not conditionally related under LungFlow,0
HypDistrib and CO2Report are not conditionally related under Sick,0
HypDistrib and XrayReport are conditionally related under BirthAsphyxia,1
HypDistrib and XrayReport are not conditionally related under HypoxiaInO2,0
HypDistrib and XrayReport are not conditionally related under CO2,0
HypDistrib and XrayReport are not conditionally related under ChestXray,0
HypDistrib and XrayReport are not conditionally related under Grunting,0
HypDistrib and XrayReport are not conditionally related under LVHreport,0
HypDistrib and XrayReport are not conditionally related under LowerBodyO2,0
HypDistrib and XrayReport are not conditionally related under RUQO2,0
HypDistrib and XrayReport are not conditionally related under CO2Report,0
HypDistrib and XrayReport are conditionally related under Disease,1
HypDistrib and XrayReport are not conditionally related under GruntingReport,0
HypDistrib and XrayReport are not conditionally related under Age,0
HypDistrib and XrayReport are not conditionally related under LVH,0
HypDistrib and XrayReport are not conditionally related under DuctFlow,0
HypDistrib and XrayReport are not conditionally related under CardiacMixing,0
HypDistrib and XrayReport are not conditionally related under LungParench,0
HypDistrib and XrayReport are not conditionally related under LungFlow,0
HypDistrib and XrayReport are not conditionally related under Sick,0
HypDistrib and Disease are related,1
HypDistrib and GruntingReport are conditionally related under BirthAsphyxia,1
HypDistrib and GruntingReport are not conditionally related under HypoxiaInO2,0
HypDistrib and GruntingReport are not conditionally related under CO2,0
HypDistrib and GruntingReport are not conditionally related under ChestXray,0
HypDistrib and GruntingReport are not conditionally related under Grunting,0
HypDistrib and GruntingReport are not conditionally related under LVHreport,0
HypDistrib and GruntingReport are not conditionally related under LowerBodyO2,0
HypDistrib and GruntingReport are not conditionally related under RUQO2,0
HypDistrib and GruntingReport are not conditionally related under CO2Report,0
HypDistrib and GruntingReport are not conditionally related under XrayReport,0
HypDistrib and GruntingReport are conditionally related under Disease,1
HypDistrib and GruntingReport are not conditionally related under Age,0
HypDistrib and GruntingReport are not conditionally related under LVH,0
HypDistrib and GruntingReport are not conditionally related under DuctFlow,0
HypDistrib and GruntingReport are not conditionally related under CardiacMixing,0
HypDistrib and GruntingReport are not conditionally related under LungParench,0
HypDistrib and GruntingReport are not conditionally related under LungFlow,0
HypDistrib and GruntingReport are not conditionally related under Sick,0
HypDistrib and Age are conditionally related under BirthAsphyxia,1
HypDistrib and Age are not conditionally related under HypoxiaInO2,0
HypDistrib and Age are not conditionally related under CO2,0
HypDistrib and Age are not conditionally related under ChestXray,0
HypDistrib and Age are not conditionally related under Grunting,0
HypDistrib and Age are not conditionally related under LVHreport,0
HypDistrib and Age are not conditionally related under LowerBodyO2,0
HypDistrib and Age are not conditionally related under RUQO2,0
HypDistrib and Age are not conditionally related under CO2Report,0
HypDistrib and Age are not conditionally related under XrayReport,0
HypDistrib and Age are conditionally related under Disease,1
HypDistrib and Age are not conditionally related under GruntingReport,0
HypDistrib and Age are not conditionally related under LVH,0
HypDistrib and Age are not conditionally related under DuctFlow,0
HypDistrib and Age are not conditionally related under CardiacMixing,0
HypDistrib and Age are not conditionally related under LungParench,0
HypDistrib and Age are not conditionally related under LungFlow,0
HypDistrib and Age are not conditionally related under Sick,0
HypDistrib and LVH are conditionally related under BirthAsphyxia,1
HypDistrib and LVH are not conditionally related under HypoxiaInO2,0
HypDistrib and LVH are not conditionally related under CO2,0
HypDistrib and LVH are not conditionally related under ChestXray,0
HypDistrib and LVH are not conditionally related under Grunting,0
HypDistrib and LVH are not conditionally related under LVHreport,0
HypDistrib and LVH are not conditionally related under LowerBodyO2,0
HypDistrib and LVH are not conditionally related under RUQO2,0
HypDistrib and LVH are not conditionally related under CO2Report,0
HypDistrib and LVH are not conditionally related under XrayReport,0
HypDistrib and LVH are conditionally related under Disease,1
HypDistrib and LVH are not conditionally related under GruntingReport,0
HypDistrib and LVH are not conditionally related under Age,0
HypDistrib and LVH are not conditionally related under DuctFlow,0
HypDistrib and LVH are not conditionally related under CardiacMixing,0
HypDistrib and LVH are not conditionally related under LungParench,0
HypDistrib and LVH are not conditionally related under LungFlow,0
HypDistrib and LVH are not conditionally related under Sick,0
HypDistrib and DuctFlow are related,1
HypDistrib and CardiacMixing are related,1
HypDistrib and LungParench are conditionally related under BirthAsphyxia,1
HypDistrib and LungParench are not conditionally related under HypoxiaInO2,0
HypDistrib and LungParench are not conditionally related under CO2,0
HypDistrib and LungParench are not conditionally related under ChestXray,0
HypDistrib and LungParench are not conditionally related under Grunting,0
HypDistrib and LungParench are not conditionally related under LVHreport,0
HypDistrib and LungParench are conditionally related under LowerBodyO2,1
HypDistrib and LungParench are not conditionally related under RUQO2,0
HypDistrib and LungParench are not conditionally related under CO2Report,0
HypDistrib and LungParench are not conditionally related under XrayReport,0
HypDistrib and LungParench are conditionally related under Disease,1
HypDistrib and LungParench are not conditionally related under GruntingReport,0
HypDistrib and LungParench are not conditionally related under Age,0
HypDistrib and LungParench are not conditionally related under LVH,0
HypDistrib and LungParench are not conditionally related under DuctFlow,0
HypDistrib and LungParench are not conditionally related under CardiacMixing,0
HypDistrib and LungParench are not conditionally related under LungFlow,0
HypDistrib and LungParench are not conditionally related under Sick,0
HypDistrib and LungFlow are conditionally related under BirthAsphyxia,1
HypDistrib and LungFlow are not conditionally related under HypoxiaInO2,0
HypDistrib and LungFlow are not conditionally related under CO2,0
HypDistrib and LungFlow are not conditionally related under ChestXray,0
HypDistrib and LungFlow are not conditionally related under Grunting,0
HypDistrib and LungFlow are not conditionally related under LVHreport,0
HypDistrib and LungFlow are not conditionally related under LowerBodyO2,0
HypDistrib and LungFlow are not conditionally related under RUQO2,0
HypDistrib and LungFlow are not conditionally related under CO2Report,0
HypDistrib and LungFlow are not conditionally related under XrayReport,0
HypDistrib and LungFlow are conditionally related under Disease,1
HypDistrib and LungFlow are not conditionally related under GruntingReport,0
HypDistrib and LungFlow are not conditionally related under Age,0
HypDistrib and LungFlow are not conditionally related under LVH,0
HypDistrib and LungFlow are not conditionally related under DuctFlow,0
HypDistrib and LungFlow are not conditionally related under CardiacMixing,0
HypDistrib and LungFlow are not conditionally related under LungParench,0
HypDistrib and LungFlow are not conditionally related under Sick,0
HypDistrib and Sick are conditionally related under BirthAsphyxia,1
HypDistrib and Sick are not conditionally related under HypoxiaInO2,0
HypDistrib and Sick are not conditionally related under CO2,0
HypDistrib and Sick are not conditionally related under ChestXray,0
HypDistrib and Sick are not conditionally related under Grunting,0
HypDistrib and Sick are not conditionally related under LVHreport,0
HypDistrib and Sick are not conditionally related under LowerBodyO2,0
HypDistrib and Sick are not conditionally related under RUQO2,0
HypDistrib and Sick are not conditionally related under CO2Report,0
HypDistrib and Sick are not conditionally related under XrayReport,0
HypDistrib and Sick are conditionally related under Disease,1
HypDistrib and Sick are not conditionally related under GruntingReport,0
HypDistrib and Sick are not conditionally related under Age,0
HypDistrib and Sick are not conditionally related under LVH,0
HypDistrib and Sick are not conditionally related under DuctFlow,0
HypDistrib and Sick are not conditionally related under CardiacMixing,0
HypDistrib and Sick are not conditionally related under LungParench,0
HypDistrib and Sick are not conditionally related under LungFlow,0
HypoxiaInO2 and BirthAsphyxia are related,1
HypoxiaInO2 and HypDistrib are conditionally related under BirthAsphyxia,1
HypoxiaInO2 and HypDistrib are not conditionally related under CO2,0
HypoxiaInO2 and HypDistrib are not conditionally related under ChestXray,0
HypoxiaInO2 and HypDistrib are not conditionally related under Grunting,0
HypoxiaInO2 and HypDistrib are not conditionally related under LVHreport,0
HypoxiaInO2 and HypDistrib are conditionally related under LowerBodyO2,1
HypoxiaInO2 and HypDistrib are not conditionally related under RUQO2,0
HypoxiaInO2 and HypDistrib are not conditionally related under CO2Report,0
HypoxiaInO2 and HypDistrib are not conditionally related under XrayReport,0
HypoxiaInO2 and HypDistrib are conditionally related under Disease,1
HypoxiaInO2 and HypDistrib are not conditionally related under GruntingReport,0
HypoxiaInO2 and HypDistrib are not conditionally related under Age,0
HypoxiaInO2 and HypDistrib are not conditionally related under LVH,0
HypoxiaInO2 and HypDistrib are not conditionally related under DuctFlow,0
HypoxiaInO2 and HypDistrib are conditionally related under CardiacMixing,1
HypoxiaInO2 and HypDistrib are not conditionally related under LungParench,0
HypoxiaInO2 and HypDistrib are not conditionally related under LungFlow,0
HypoxiaInO2 and HypDistrib are not conditionally related under Sick,0
HypoxiaInO2 and CO2 are conditionally related under BirthAsphyxia,1
HypoxiaInO2 and CO2 are not conditionally related under HypDistrib,0
HypoxiaInO2 and CO2 are not conditionally related under ChestXray,0
HypoxiaInO2 and CO2 are not conditionally related under Grunting,0
HypoxiaInO2 and CO2 are not conditionally related under LVHreport,0
HypoxiaInO2 and CO2 are not conditionally related under LowerBodyO2,0
HypoxiaInO2 and CO2 are not conditionally related under RUQO2,0
HypoxiaInO2 and CO2 are not conditionally related under CO2Report,0
HypoxiaInO2 and CO2 are not conditionally related under XrayReport,0
HypoxiaInO2 and CO2 are conditionally related under Disease,1
HypoxiaInO2 and CO2 are not conditionally related under GruntingReport,0
HypoxiaInO2 and CO2 are not conditionally related under Age,0
HypoxiaInO2 and CO2 are not conditionally related under LVH,0
HypoxiaInO2 and CO2 are not conditionally related under DuctFlow,0
HypoxiaInO2 and CO2 are not conditionally related under CardiacMixing,0
HypoxiaInO2 and CO2 are conditionally related under LungParench,1
HypoxiaInO2 and CO2 are not conditionally related under LungFlow,0
HypoxiaInO2 and CO2 are not conditionally related under Sick,0
HypoxiaInO2 and ChestXray are conditionally related under BirthAsphyxia,1
HypoxiaInO2 and ChestXray are not conditionally related under HypDistrib,0
HypoxiaInO2 and ChestXray are not conditionally related under CO2,0
HypoxiaInO2 and ChestXray are not conditionally related under Grunting,0
HypoxiaInO2 and ChestXray are not conditionally related under LVHreport,0
HypoxiaInO2 and ChestXray are not conditionally related under LowerBodyO2,0
HypoxiaInO2 and ChestXray are not conditionally related under RUQO2,0
HypoxiaInO2 and ChestXray are not conditionally related under CO2Report,0
HypoxiaInO2 and ChestXray are not conditionally related under XrayReport,0
HypoxiaInO2 and ChestXray are conditionally related under Disease,1
HypoxiaInO2 and ChestXray are not conditionally related under GruntingReport,0
HypoxiaInO2 and ChestXray are not conditionally related under Age,0
HypoxiaInO2 and ChestXray are not conditionally related under LVH,0
HypoxiaInO2 and ChestXray are not conditionally related under DuctFlow,0
HypoxiaInO2 and ChestXray are not conditionally related under CardiacMixing,0
HypoxiaInO2 and ChestXray are conditionally related under LungParench,1
HypoxiaInO2 and ChestXray are not conditionally related under LungFlow,0
HypoxiaInO2 and ChestXray are not conditionally related under Sick,0
HypoxiaInO2 and Grunting are conditionally related under BirthAsphyxia,1
HypoxiaInO2 and Grunting are not conditionally related under HypDistrib,0
HypoxiaInO2 and Grunting are not conditionally related under CO2,0
HypoxiaInO2 and Grunting are not conditionally related under ChestXray,0
HypoxiaInO2 and Grunting are not conditionally related under LVHreport,0
HypoxiaInO2 and Grunting are not conditionally related under LowerBodyO2,0
HypoxiaInO2 and Grunting are not conditionally related under RUQO2,0
HypoxiaInO2 and Grunting are not conditionally related under CO2Report,0
HypoxiaInO2 and Grunting are not conditionally related under XrayReport,0
HypoxiaInO2 and Grunting are conditionally related under Disease,1
HypoxiaInO2 and Grunting are not conditionally related under GruntingReport,0
HypoxiaInO2 and Grunting are not conditionally related under Age,0
HypoxiaInO2 and Grunting are not conditionally related under LVH,0
HypoxiaInO2 and Grunting are not conditionally related under DuctFlow,0
HypoxiaInO2 and Grunting are not conditionally related under CardiacMixing,0
HypoxiaInO2 and Grunting are conditionally related under LungParench,1
HypoxiaInO2 and Grunting are not conditionally related under LungFlow,0
HypoxiaInO2 and Grunting are not conditionally related under Sick,0
HypoxiaInO2 and LVHreport are conditionally related under BirthAsphyxia,1
HypoxiaInO2 and LVHreport are not conditionally related under HypDistrib,0
HypoxiaInO2 and LVHreport are not conditionally related under CO2,0
HypoxiaInO2 and LVHreport are not conditionally related under ChestXray,0
HypoxiaInO2 and LVHreport are not conditionally related under Grunting,0
HypoxiaInO2 and LVHreport are not conditionally related under LowerBodyO2,0
HypoxiaInO2 and LVHreport are not conditionally related under RUQO2,0
HypoxiaInO2 and LVHreport are not conditionally related under CO2Report,0
HypoxiaInO2 and LVHreport are not conditionally related under XrayReport,0
HypoxiaInO2 and LVHreport are conditionally related under Disease,1
HypoxiaInO2 and LVHreport are not conditionally related under GruntingReport,0
HypoxiaInO2 and LVHreport are not conditionally related under Age,0
HypoxiaInO2 and LVHreport are not conditionally related under LVH,0
HypoxiaInO2 and LVHreport are not conditionally related under DuctFlow,0
HypoxiaInO2 and LVHreport are not conditionally related under CardiacMixing,0
HypoxiaInO2 and LVHreport are not conditionally related under LungParench,0
HypoxiaInO2 and LVHreport are not conditionally related under LungFlow,0
HypoxiaInO2 and LVHreport are not conditionally related under Sick,0
HypoxiaInO2 and LowerBodyO2 are related,1
HypoxiaInO2 and RUQO2 are related,1
HypoxiaInO2 and CO2Report are conditionally related under BirthAsphyxia,1
HypoxiaInO2 and CO2Report are not conditionally related under HypDistrib,0
HypoxiaInO2 and CO2Report are not conditionally related under CO2,0
HypoxiaInO2 and CO2Report are not conditionally related under ChestXray,0
HypoxiaInO2 and CO2Report are not conditionally related under Grunting,0
HypoxiaInO2 and CO2Report are not conditionally related under LVHreport,0
HypoxiaInO2 and CO2Report are not conditionally related under LowerBodyO2,0
HypoxiaInO2 and CO2Report are not conditionally related under RUQO2,0
HypoxiaInO2 and CO2Report are not conditionally related under XrayReport,0
HypoxiaInO2 and CO2Report are conditionally related under Disease,1
HypoxiaInO2 and CO2Report are not conditionally related under GruntingReport,0
HypoxiaInO2 and CO2Report are not conditionally related under Age,0
HypoxiaInO2 and CO2Report are not conditionally related under LVH,0
HypoxiaInO2 and CO2Report are not conditionally related under DuctFlow,0
HypoxiaInO2 and CO2Report are not conditionally related under CardiacMixing,0
HypoxiaInO2 and CO2Report are conditionally related under LungParench,1
HypoxiaInO2 and CO2Report are not conditionally related under LungFlow,0
HypoxiaInO2 and CO2Report are not conditionally related under Sick,0
HypoxiaInO2 and XrayReport are conditionally related under BirthAsphyxia,1
HypoxiaInO2 and XrayReport are not conditionally related under HypDistrib,0
HypoxiaInO2 and XrayReport are not conditionally related under CO2,0
HypoxiaInO2 and XrayReport are not conditionally related under ChestXray,0
HypoxiaInO2 and XrayReport are not conditionally related under Grunting,0
HypoxiaInO2 and XrayReport are not conditionally related under LVHreport,0
HypoxiaInO2 and XrayReport are not conditionally related under LowerBodyO2,0
HypoxiaInO2 and XrayReport are not conditionally related under RUQO2,0
HypoxiaInO2 and XrayReport are not conditionally related under CO2Report,0
HypoxiaInO2 and XrayReport are conditionally related under Disease,1
HypoxiaInO2 and XrayReport are not conditionally related under GruntingReport,0
HypoxiaInO2 and XrayReport are not conditionally related under Age,0
HypoxiaInO2 and XrayReport are not conditionally related under LVH,0
HypoxiaInO2 and XrayReport are not conditionally related under DuctFlow,0
HypoxiaInO2 and XrayReport are not conditionally related under CardiacMixing,0
HypoxiaInO2 and XrayReport are conditionally related under LungParench,1
HypoxiaInO2 and XrayReport are not conditionally related under LungFlow,0
HypoxiaInO2 and XrayReport are not conditionally related under Sick,0
HypoxiaInO2 and Disease are related,1
HypoxiaInO2 and GruntingReport are conditionally related under BirthAsphyxia,1
HypoxiaInO2 and GruntingReport are not conditionally related under HypDistrib,0
HypoxiaInO2 and GruntingReport are not conditionally related under CO2,0
HypoxiaInO2 and GruntingReport are not conditionally related under ChestXray,0
HypoxiaInO2 and GruntingReport are not conditionally related under Grunting,0
HypoxiaInO2 and GruntingReport are not conditionally related under LVHreport,0
HypoxiaInO2 and GruntingReport are not conditionally related under LowerBodyO2,0
HypoxiaInO2 and GruntingReport are not conditionally related under RUQO2,0
HypoxiaInO2 and GruntingReport are not conditionally related under CO2Report,0
HypoxiaInO2 and GruntingReport are not conditionally related under XrayReport,0
HypoxiaInO2 and GruntingReport are conditionally related under Disease,1
HypoxiaInO2 and GruntingReport are not conditionally related under Age,0
HypoxiaInO2 and GruntingReport are not conditionally related under LVH,0
HypoxiaInO2 and GruntingReport are not conditionally related under DuctFlow,0
HypoxiaInO2 and GruntingReport are not conditionally related under CardiacMixing,0
HypoxiaInO2 and GruntingReport are conditionally related under LungParench,1
HypoxiaInO2 and GruntingReport are not conditionally related under LungFlow,0
HypoxiaInO2 and GruntingReport are not conditionally related under Sick,0
HypoxiaInO2 and Age are conditionally related under BirthAsphyxia,1
HypoxiaInO2 and Age are not conditionally related under HypDistrib,0
HypoxiaInO2 and Age are not conditionally related under CO2,0
HypoxiaInO2 and Age are not conditionally related under ChestXray,0
HypoxiaInO2 and Age are not conditionally related under Grunting,0
HypoxiaInO2 and Age are not conditionally related under LVHreport,0
HypoxiaInO2 and Age are not conditionally related under LowerBodyO2,0
HypoxiaInO2 and Age are not conditionally related under RUQO2,0
HypoxiaInO2 and Age are not conditionally related under CO2Report,0
HypoxiaInO2 and Age are not conditionally related under XrayReport,0
HypoxiaInO2 and Age are conditionally related under Disease,1
HypoxiaInO2 and Age are not conditionally related under GruntingReport,0
HypoxiaInO2 and Age are not conditionally related under LVH,0
HypoxiaInO2 and Age are not conditionally related under DuctFlow,0
HypoxiaInO2 and Age are not conditionally related under CardiacMixing,0
HypoxiaInO2 and Age are not conditionally related under LungParench,0
HypoxiaInO2 and Age are not conditionally related under LungFlow,0
HypoxiaInO2 and Age are not conditionally related under Sick,0
HypoxiaInO2 and LVH are conditionally related under BirthAsphyxia,1
HypoxiaInO2 and LVH are not conditionally related under HypDistrib,0
HypoxiaInO2 and LVH are not conditionally related under CO2,0
HypoxiaInO2 and LVH are not conditionally related under ChestXray,0
HypoxiaInO2 and LVH are not conditionally related under Grunting,0
HypoxiaInO2 and LVH are not conditionally related under LVHreport,0
HypoxiaInO2 and LVH are not conditionally related under LowerBodyO2,0
HypoxiaInO2 and LVH are not conditionally related under RUQO2,0
HypoxiaInO2 and LVH are not conditionally related under CO2Report,0
HypoxiaInO2 and LVH are not conditionally related under XrayReport,0
HypoxiaInO2 and LVH are conditionally related under Disease,1
HypoxiaInO2 and LVH are not conditionally related under GruntingReport,0
HypoxiaInO2 and LVH are not conditionally related under Age,0
HypoxiaInO2 and LVH are not conditionally related under DuctFlow,0
HypoxiaInO2 and LVH are not conditionally related under CardiacMixing,0
HypoxiaInO2 and LVH are not conditionally related under LungParench,0
HypoxiaInO2 and LVH are not conditionally related under LungFlow,0
HypoxiaInO2 and LVH are not conditionally related under Sick,0
HypoxiaInO2 and DuctFlow are conditionally related under BirthAsphyxia,1
HypoxiaInO2 and DuctFlow are not conditionally related under HypDistrib,0
HypoxiaInO2 and DuctFlow are not conditionally related under CO2,0
HypoxiaInO2 and DuctFlow are not conditionally related under ChestXray,0
HypoxiaInO2 and DuctFlow are not conditionally related under Grunting,0
HypoxiaInO2 and DuctFlow are not conditionally related under LVHreport,0
HypoxiaInO2 and DuctFlow are conditionally related under LowerBodyO2,1
HypoxiaInO2 and DuctFlow are not conditionally related under RUQO2,0
HypoxiaInO2 and DuctFlow are not conditionally related under CO2Report,0
HypoxiaInO2 and DuctFlow are not conditionally related under XrayReport,0
HypoxiaInO2 and DuctFlow are conditionally related under Disease,1
HypoxiaInO2 and DuctFlow are not conditionally related under GruntingReport,0
HypoxiaInO2 and DuctFlow are not conditionally related under Age,0
HypoxiaInO2 and DuctFlow are not conditionally related under LVH,0
HypoxiaInO2 and DuctFlow are not conditionally related under CardiacMixing,0
HypoxiaInO2 and DuctFlow are not conditionally related under LungParench,0
HypoxiaInO2 and DuctFlow are not conditionally related under LungFlow,0
HypoxiaInO2 and DuctFlow are not conditionally related under Sick,0
HypoxiaInO2 and CardiacMixing are related,1
HypoxiaInO2 and LungParench are related,1
HypoxiaInO2 and LungFlow are conditionally related under BirthAsphyxia,1
HypoxiaInO2 and LungFlow are not conditionally related under HypDistrib,0
HypoxiaInO2 and LungFlow are not conditionally related under CO2,0
HypoxiaInO2 and LungFlow are not conditionally related under ChestXray,0
