Relationship,Number
GoodStudent and VehicleYear are not conditionally related under Cushioning,0
GoodStudent and VehicleYear are not conditionally related under Airbag,0
GoodStudent and VehicleYear are not conditionally related under ILiCost,0
GoodStudent and VehicleYear are not conditionally related under DrivHist,0
GoodStudent and ThisCarDam are conditionally related under Age,1
GoodStudent and ThisCarDam are conditionally related under SocioEcon,1
GoodStudent and ThisCarDam are not conditionally related under RiskAversion,0
GoodStudent and ThisCarDam are not conditionally related under VehicleYear,0
GoodStudent and ThisCarDam are not conditionally related under RuggedAuto,0
GoodStudent and ThisCarDam are not conditionally related under Accident,0
GoodStudent and ThisCarDam are not conditionally related under MakeModel,0
GoodStudent and ThisCarDam are not conditionally related under DrivQuality,0
GoodStudent and ThisCarDam are not conditionally related under Mileage,0
GoodStudent and ThisCarDam are not conditionally related under Antilock,0
GoodStudent and ThisCarDam are not conditionally related under DrivingSkill,0
GoodStudent and ThisCarDam are not conditionally related under SeniorTrain,0
GoodStudent and ThisCarDam are not conditionally related under ThisCarCost,0
GoodStudent and ThisCarDam are not conditionally related under Theft,0
GoodStudent and ThisCarDam are not conditionally related under CarValue,0
GoodStudent and ThisCarDam are not conditionally related under HomeBase,0
GoodStudent and ThisCarDam are not conditionally related under AntiTheft,0
GoodStudent and ThisCarDam are not conditionally related under PropCost,0
GoodStudent and ThisCarDam are not conditionally related under OtherCarCost,0
GoodStudent and ThisCarDam are not conditionally related under OtherCar,0
GoodStudent and ThisCarDam are not conditionally related under MedCost,0
GoodStudent and ThisCarDam are not conditionally related under Cushioning,0
GoodStudent and ThisCarDam are not conditionally related under Airbag,0
GoodStudent and ThisCarDam are not conditionally related under ILiCost,0
GoodStudent and ThisCarDam are not conditionally related under DrivHist,0
GoodStudent and RuggedAuto are conditionally related under Age,1
GoodStudent and RuggedAuto are conditionally related under SocioEcon,1
GoodStudent and RuggedAuto are not conditionally related under RiskAversion,0
GoodStudent and RuggedAuto are not conditionally related under VehicleYear,0
GoodStudent and RuggedAuto are not conditionally related under ThisCarDam,0
GoodStudent and RuggedAuto are not conditionally related under Accident,0
GoodStudent and RuggedAuto are not conditionally related under MakeModel,0
GoodStudent and RuggedAuto are not conditionally related under DrivQuality,0
GoodStudent and RuggedAuto are not conditionally related under Mileage,0
GoodStudent and RuggedAuto are not conditionally related under Antilock,0
GoodStudent and RuggedAuto are not conditionally related under DrivingSkill,0
GoodStudent and RuggedAuto are not conditionally related under SeniorTrain,0
GoodStudent and RuggedAuto are not conditionally related under ThisCarCost,0
GoodStudent and RuggedAuto are not conditionally related under Theft,0
GoodStudent and RuggedAuto are not conditionally related under CarValue,0
GoodStudent and RuggedAuto are not conditionally related under HomeBase,0
GoodStudent and RuggedAuto are not conditionally related under AntiTheft,0
GoodStudent and RuggedAuto are not conditionally related under PropCost,0
GoodStudent and RuggedAuto are not conditionally related under OtherCarCost,0
GoodStudent and RuggedAuto are not conditionally related under OtherCar,0
GoodStudent and RuggedAuto are not conditionally related under MedCost,0
GoodStudent and RuggedAuto are not conditionally related under Cushioning,0
GoodStudent and RuggedAuto are not conditionally related under Airbag,0
GoodStudent and RuggedAuto are not conditionally related under ILiCost,0
GoodStudent and RuggedAuto are not conditionally related under DrivHist,0
GoodStudent and Accident are conditionally related under Age,1
GoodStudent and Accident are conditionally related under SocioEcon,1
GoodStudent and Accident are not conditionally related under RiskAversion,0
GoodStudent and Accident are not conditionally related under VehicleYear,0
GoodStudent and Accident are not conditionally related under ThisCarDam,0
GoodStudent and Accident are not conditionally related under RuggedAuto,0
GoodStudent and Accident are not conditionally related under MakeModel,0
GoodStudent and Accident are not conditionally related under DrivQuality,0
GoodStudent and Accident are not conditionally related under Mileage,0
GoodStudent and Accident are not conditionally related under Antilock,0
GoodStudent and Accident are not conditionally related under DrivingSkill,0
GoodStudent and Accident are not conditionally related under SeniorTrain,0
GoodStudent and Accident are not conditionally related under ThisCarCost,0
GoodStudent and Accident are not conditionally related under Theft,0
GoodStudent and Accident are not conditionally related under CarValue,0
GoodStudent and Accident are not conditionally related under HomeBase,0
GoodStudent and Accident are not conditionally related under AntiTheft,0
GoodStudent and Accident are not conditionally related under PropCost,0
GoodStudent and Accident are not conditionally related under OtherCarCost,0
GoodStudent and Accident are not conditionally related under OtherCar,0
GoodStudent and Accident are not conditionally related under MedCost,0
GoodStudent and Accident are not conditionally related under Cushioning,0
GoodStudent and Accident are not conditionally related under Airbag,0
GoodStudent and Accident are not conditionally related under ILiCost,0
GoodStudent and Accident are not conditionally related under DrivHist,0
GoodStudent and MakeModel are conditionally related under Age,1
GoodStudent and MakeModel are conditionally related under SocioEcon,1
GoodStudent and MakeModel are not conditionally related under RiskAversion,0
GoodStudent and MakeModel are not conditionally related under VehicleYear,0
GoodStudent and MakeModel are not conditionally related under ThisCarDam,0
GoodStudent and MakeModel are not conditionally related under RuggedAuto,0
GoodStudent and MakeModel are not conditionally related under Accident,0
GoodStudent and MakeModel are not conditionally related under DrivQuality,0
GoodStudent and MakeModel are not conditionally related under Mileage,0
GoodStudent and MakeModel are not conditionally related under Antilock,0
GoodStudent and MakeModel are not conditionally related under DrivingSkill,0
GoodStudent and MakeModel are not conditionally related under SeniorTrain,0
GoodStudent and MakeModel are not conditionally related under ThisCarCost,0
GoodStudent and MakeModel are not conditionally related under Theft,0
GoodStudent and MakeModel are not conditionally related under CarValue,0
GoodStudent and MakeModel are not conditionally related under HomeBase,0
GoodStudent and MakeModel are not conditionally related under AntiTheft,0
GoodStudent and MakeModel are not conditionally related under PropCost,0
GoodStudent and MakeModel are not conditionally related under OtherCarCost,0
GoodStudent and MakeModel are not conditionally related under OtherCar,0
GoodStudent and MakeModel are not conditionally related under MedCost,0
GoodStudent and MakeModel are not conditionally related under Cushioning,0
GoodStudent and MakeModel are not conditionally related under Airbag,0
GoodStudent and MakeModel are not conditionally related under ILiCost,0
GoodStudent and MakeModel are not conditionally related under DrivHist,0
GoodStudent and DrivQuality are conditionally related under Age,1
GoodStudent and DrivQuality are conditionally related under SocioEcon,1
GoodStudent and DrivQuality are not conditionally related under RiskAversion,0
GoodStudent and DrivQuality are not conditionally related under VehicleYear,0
GoodStudent and DrivQuality are not conditionally related under ThisCarDam,0
GoodStudent and DrivQuality are not conditionally related under RuggedAuto,0
GoodStudent and DrivQuality are not conditionally related under Accident,0
GoodStudent and DrivQuality are not conditionally related under MakeModel,0
GoodStudent and DrivQuality are not conditionally related under Mileage,0
GoodStudent and DrivQuality are not conditionally related under Antilock,0
GoodStudent and DrivQuality are not conditionally related under DrivingSkill,0
GoodStudent and DrivQuality are not conditionally related under SeniorTrain,0
GoodStudent and DrivQuality are not conditionally related under ThisCarCost,0
GoodStudent and DrivQuality are not conditionally related under Theft,0
GoodStudent and DrivQuality are not conditionally related under CarValue,0
GoodStudent and DrivQuality are not conditionally related under HomeBase,0
GoodStudent and DrivQuality are not conditionally related under AntiTheft,0
GoodStudent and DrivQuality are not conditionally related under PropCost,0
GoodStudent and DrivQuality are not conditionally related under OtherCarCost,0
GoodStudent and DrivQuality are not conditionally related under OtherCar,0
GoodStudent and DrivQuality are not conditionally related under MedCost,0
GoodStudent and DrivQuality are not conditionally related under Cushioning,0
GoodStudent and DrivQuality are not conditionally related under Airbag,0
GoodStudent and DrivQuality are not conditionally related under ILiCost,0
GoodStudent and DrivQuality are not conditionally related under DrivHist,0
GoodStudent and Mileage are not conditionally related under Age,0
GoodStudent and Mileage are not conditionally related under SocioEcon,0
GoodStudent and Mileage are not conditionally related under RiskAversion,0
GoodStudent and Mileage are not conditionally related under VehicleYear,0
GoodStudent and Mileage are not conditionally related under ThisCarDam,0
GoodStudent and Mileage are not conditionally related under RuggedAuto,0
GoodStudent and Mileage are not conditionally related under Accident,0
GoodStudent and Mileage are not conditionally related under MakeModel,0
GoodStudent and Mileage are not conditionally related under DrivQuality,0
GoodStudent and Mileage are not conditionally related under Antilock,0
GoodStudent and Mileage are not conditionally related under DrivingSkill,0
GoodStudent and Mileage are not conditionally related under SeniorTrain,0
GoodStudent and Mileage are not conditionally related under ThisCarCost,0
GoodStudent and Mileage are not conditionally related under Theft,0
GoodStudent and Mileage are not conditionally related under CarValue,0
GoodStudent and Mileage are not conditionally related under HomeBase,0
GoodStudent and Mileage are not conditionally related under AntiTheft,0
GoodStudent and Mileage are not conditionally related under PropCost,0
GoodStudent and Mileage are not conditionally related under OtherCarCost,0
GoodStudent and Mileage are not conditionally related under OtherCar,0
GoodStudent and Mileage are not conditionally related under MedCost,0
GoodStudent and Mileage are not conditionally related under Cushioning,0
GoodStudent and Mileage are not conditionally related under Airbag,0
GoodStudent and Mileage are not conditionally related under ILiCost,0
GoodStudent and Mileage are not conditionally related under DrivHist,0
GoodStudent and Antilock are conditionally related under Age,1
GoodStudent and Antilock are conditionally related under SocioEcon,1
GoodStudent and Antilock are not conditionally related under RiskAversion,0
GoodStudent and Antilock are not conditionally related under VehicleYear,0
GoodStudent and Antilock are not conditionally related under ThisCarDam,0
GoodStudent and Antilock are not conditionally related under RuggedAuto,0
GoodStudent and Antilock are not conditionally related under Accident,0
GoodStudent and Antilock are not conditionally related under MakeModel,0
GoodStudent and Antilock are not conditionally related under DrivQuality,0
GoodStudent and Antilock are not conditionally related under Mileage,0
GoodStudent and Antilock are not conditionally related under DrivingSkill,0
GoodStudent and Antilock are not conditionally related under SeniorTrain,0
GoodStudent and Antilock are not conditionally related under ThisCarCost,0
GoodStudent and Antilock are not conditionally related under Theft,0
GoodStudent and Antilock are not conditionally related under CarValue,0
GoodStudent and Antilock are not conditionally related under HomeBase,0
GoodStudent and Antilock are not conditionally related under AntiTheft,0
GoodStudent and Antilock are not conditionally related under PropCost,0
GoodStudent and Antilock are not conditionally related under OtherCarCost,0
GoodStudent and Antilock are not conditionally related under OtherCar,0
GoodStudent and Antilock are not conditionally related under MedCost,0
GoodStudent and Antilock are not conditionally related under Cushioning,0
GoodStudent and Antilock are not conditionally related under Airbag,0
GoodStudent and Antilock are not conditionally related under ILiCost,0
GoodStudent and Antilock are not conditionally related under DrivHist,0
GoodStudent and DrivingSkill are conditionally related under Age,1
GoodStudent and DrivingSkill are conditionally related under SocioEcon,1
GoodStudent and DrivingSkill are not conditionally related under RiskAversion,0
GoodStudent and DrivingSkill are not conditionally related under VehicleYear,0
GoodStudent and DrivingSkill are not conditionally related under ThisCarDam,0
GoodStudent and DrivingSkill are not conditionally related under RuggedAuto,0
GoodStudent and DrivingSkill are not conditionally related under Accident,0
GoodStudent and DrivingSkill are not conditionally related under MakeModel,0
GoodStudent and DrivingSkill are not conditionally related under DrivQuality,0
GoodStudent and DrivingSkill are not conditionally related under Mileage,0
GoodStudent and DrivingSkill are not conditionally related under Antilock,0
GoodStudent and DrivingSkill are not conditionally related under SeniorTrain,0
GoodStudent and DrivingSkill are not conditionally related under ThisCarCost,0
GoodStudent and DrivingSkill are not conditionally related under Theft,0
GoodStudent and DrivingSkill are not conditionally related under CarValue,0
GoodStudent and DrivingSkill are not conditionally related under HomeBase,0
GoodStudent and DrivingSkill are not conditionally related under AntiTheft,0
GoodStudent and DrivingSkill are not conditionally related under PropCost,0
GoodStudent and DrivingSkill are not conditionally related under OtherCarCost,0
GoodStudent and DrivingSkill are not conditionally related under OtherCar,0
GoodStudent and DrivingSkill are not conditionally related under MedCost,0
GoodStudent and DrivingSkill are not conditionally related under Cushioning,0
GoodStudent and DrivingSkill are not conditionally related under Airbag,0
GoodStudent and DrivingSkill are not conditionally related under ILiCost,0
GoodStudent and DrivingSkill are not conditionally related under DrivHist,0
GoodStudent and SeniorTrain are conditionally related under Age,1
GoodStudent and SeniorTrain are conditionally related under SocioEcon,1
GoodStudent and SeniorTrain are not conditionally related under RiskAversion,0
GoodStudent and SeniorTrain are not conditionally related under VehicleYear,0
GoodStudent and SeniorTrain are not conditionally related under ThisCarDam,0
GoodStudent and SeniorTrain are not conditionally related under RuggedAuto,0
GoodStudent and SeniorTrain are not conditionally related under Accident,0
GoodStudent and SeniorTrain are not conditionally related under MakeModel,0
GoodStudent and SeniorTrain are not conditionally related under DrivQuality,0
GoodStudent and SeniorTrain are not conditionally related under Mileage,0
GoodStudent and SeniorTrain are not conditionally related under Antilock,0
GoodStudent and SeniorTrain are not conditionally related under DrivingSkill,0
GoodStudent and SeniorTrain are not conditionally related under ThisCarCost,0
GoodStudent and SeniorTrain are not conditionally related under Theft,0
GoodStudent and SeniorTrain are not conditionally related under CarValue,0
GoodStudent and SeniorTrain are not conditionally related under HomeBase,0
GoodStudent and SeniorTrain are not conditionally related under AntiTheft,0
GoodStudent and SeniorTrain are not conditionally related under PropCost,0
GoodStudent and SeniorTrain are not conditionally related under OtherCarCost,0
GoodStudent and SeniorTrain are not conditionally related under OtherCar,0
GoodStudent and SeniorTrain are not conditionally related under MedCost,0
GoodStudent and SeniorTrain are not conditionally related under Cushioning,0
GoodStudent and SeniorTrain are not conditionally related under Airbag,0
GoodStudent and SeniorTrain are not conditionally related under ILiCost,0
GoodStudent and SeniorTrain are not conditionally related under DrivHist,0
GoodStudent and ThisCarCost are conditionally related under Age,1
GoodStudent and ThisCarCost are conditionally related under SocioEcon,1
GoodStudent and ThisCarCost are not conditionally related under RiskAversion,0
GoodStudent and ThisCarCost are not conditionally related under VehicleYear,0
GoodStudent and ThisCarCost are not conditionally related under ThisCarDam,0
GoodStudent and ThisCarCost are not conditionally related under RuggedAuto,0
GoodStudent and ThisCarCost are not conditionally related under Accident,0
GoodStudent and ThisCarCost are not conditionally related under MakeModel,0
GoodStudent and ThisCarCost are not conditionally related under DrivQuality,0
GoodStudent and ThisCarCost are not conditionally related under Mileage,0
GoodStudent and ThisCarCost are not conditionally related under Antilock,0
GoodStudent and ThisCarCost are not conditionally related under DrivingSkill,0
GoodStudent and ThisCarCost are not conditionally related under SeniorTrain,0
GoodStudent and ThisCarCost are not conditionally related under Theft,0
GoodStudent and ThisCarCost are not conditionally related under CarValue,0
GoodStudent and ThisCarCost are not conditionally related under HomeBase,0
GoodStudent and ThisCarCost are not conditionally related under AntiTheft,0
GoodStudent and ThisCarCost are not conditionally related under PropCost,0
GoodStudent and ThisCarCost are not conditionally related under OtherCarCost,0
GoodStudent and ThisCarCost are not conditionally related under OtherCar,0
GoodStudent and ThisCarCost are not conditionally related under MedCost,0
GoodStudent and ThisCarCost are not conditionally related under Cushioning,0
GoodStudent and ThisCarCost are not conditionally related under Airbag,0
GoodStudent and ThisCarCost are not conditionally related under ILiCost,0
GoodStudent and ThisCarCost are not conditionally related under DrivHist,0
GoodStudent and Theft are conditionally related under Age,1
GoodStudent and Theft are conditionally related under SocioEcon,1
GoodStudent and Theft are not conditionally related under RiskAversion,0
GoodStudent and Theft are not conditionally related under VehicleYear,0
GoodStudent and Theft are not conditionally related under ThisCarDam,0
GoodStudent and Theft are not conditionally related under RuggedAuto,0
GoodStudent and Theft are not conditionally related under Accident,0
GoodStudent and Theft are not conditionally related under MakeModel,0
GoodStudent and Theft are not conditionally related under DrivQuality,0
GoodStudent and Theft are not conditionally related under Mileage,0
GoodStudent and Theft are not conditionally related under Antilock,0
GoodStudent and Theft are not conditionally related under DrivingSkill,0
GoodStudent and Theft are not conditionally related under SeniorTrain,0
GoodStudent and Theft are not conditionally related under ThisCarCost,0
GoodStudent and Theft are not conditionally related under CarValue,0
GoodStudent and Theft are not conditionally related under HomeBase,0
GoodStudent and Theft are not conditionally related under AntiTheft,0
GoodStudent and Theft are not conditionally related under PropCost,0
GoodStudent and Theft are not conditionally related under OtherCarCost,0
GoodStudent and Theft are not conditionally related under OtherCar,0
GoodStudent and Theft are not conditionally related under MedCost,0
GoodStudent and Theft are not conditionally related under Cushioning,0
GoodStudent and Theft are not conditionally related under Airbag,0
GoodStudent and Theft are not conditionally related under ILiCost,0
GoodStudent and Theft are not conditionally related under DrivHist,0
GoodStudent and CarValue are conditionally related under Age,1
GoodStudent and CarValue are conditionally related under SocioEcon,1
GoodStudent and CarValue are not conditionally related under RiskAversion,0
GoodStudent and CarValue are not conditionally related under VehicleYear,0
GoodStudent and CarValue are not conditionally related under ThisCarDam,0
GoodStudent and CarValue are not conditionally related under RuggedAuto,0
GoodStudent and CarValue are not conditionally related under Accident,0
GoodStudent and CarValue are not conditionally related under MakeModel,0
GoodStudent and CarValue are not conditionally related under DrivQuality,0
GoodStudent and CarValue are not conditionally related under Mileage,0
GoodStudent and CarValue are not conditionally related under Antilock,0
GoodStudent and CarValue are not conditionally related under DrivingSkill,0
GoodStudent and CarValue are not conditionally related under SeniorTrain,0
GoodStudent and CarValue are not conditionally related under ThisCarCost,0
GoodStudent and CarValue are not conditionally related under Theft,0
GoodStudent and CarValue are not conditionally related under HomeBase,0
GoodStudent and CarValue are not conditionally related under AntiTheft,0
GoodStudent and CarValue are not conditionally related under PropCost,0
GoodStudent and CarValue are not conditionally related under OtherCarCost,0
GoodStudent and CarValue are not conditionally related under OtherCar,0
GoodStudent and CarValue are not conditionally related under MedCost,0
GoodStudent and CarValue are not conditionally related under Cushioning,0
GoodStudent and CarValue are not conditionally related under Airbag,0
GoodStudent and CarValue are not conditionally related under ILiCost,0
GoodStudent and CarValue are not conditionally related under DrivHist,0
GoodStudent and HomeBase are conditionally related under Age,1
GoodStudent and HomeBase are conditionally related under SocioEcon,1
GoodStudent and HomeBase are not conditionally related under RiskAversion,0
GoodStudent and HomeBase are not conditionally related under VehicleYear,0
GoodStudent and HomeBase are not conditionally related under ThisCarDam,0
GoodStudent and HomeBase are not conditionally related under RuggedAuto,0
GoodStudent and HomeBase are not conditionally related under Accident,0
GoodStudent and HomeBase are not conditionally related under MakeModel,0
GoodStudent and HomeBase are not conditionally related under DrivQuality,0
GoodStudent and HomeBase are not conditionally related under Mileage,0
GoodStudent and HomeBase are not conditionally related under Antilock,0
GoodStudent and HomeBase are not conditionally related under DrivingSkill,0
GoodStudent and HomeBase are not conditionally related under SeniorTrain,0
GoodStudent and HomeBase are not conditionally related under ThisCarCost,0
GoodStudent and HomeBase are not conditionally related under Theft,0
GoodStudent and HomeBase are not conditionally related under CarValue,0
GoodStudent and HomeBase are not conditionally related under AntiTheft,0
GoodStudent and HomeBase are not conditionally related under PropCost,0
GoodStudent and HomeBase are not conditionally related under OtherCarCost,0
GoodStudent and HomeBase are not conditionally related under OtherCar,0
GoodStudent and HomeBase are not conditionally related under MedCost,0
GoodStudent and HomeBase are not conditionally related under Cushioning,0
GoodStudent and HomeBase are not conditionally related under Airbag,0
GoodStudent and HomeBase are not conditionally related under ILiCost,0
GoodStudent and HomeBase are not conditionally related under DrivHist,0
GoodStudent and AntiTheft are conditionally related under Age,1
GoodStudent and AntiTheft are conditionally related under SocioEcon,1
GoodStudent and AntiTheft are not conditionally related under RiskAversion,0
GoodStudent and AntiTheft are not conditionally related under VehicleYear,0
GoodStudent and AntiTheft are not conditionally related under ThisCarDam,0
GoodStudent and AntiTheft are not conditionally related under RuggedAuto,0
GoodStudent and AntiTheft are not conditionally related under Accident,0
GoodStudent and AntiTheft are not conditionally related under MakeModel,0
GoodStudent and AntiTheft are not conditionally related under DrivQuality,0
GoodStudent and AntiTheft are not conditionally related under Mileage,0
GoodStudent and AntiTheft are not conditionally related under Antilock,0
GoodStudent and AntiTheft are not conditionally related under DrivingSkill,0
GoodStudent and AntiTheft are not conditionally related under SeniorTrain,0
GoodStudent and AntiTheft are not conditionally related under ThisCarCost,0
GoodStudent and AntiTheft are not conditionally related under Theft,0
GoodStudent and AntiTheft are not conditionally related under CarValue,0
GoodStudent and AntiTheft are not conditionally related under HomeBase,0
GoodStudent and AntiTheft are not conditionally related under PropCost,0
GoodStudent and AntiTheft are not conditionally related under OtherCarCost,0
GoodStudent and AntiTheft are not conditionally related under OtherCar,0
GoodStudent and AntiTheft are not conditionally related under MedCost,0
GoodStudent and AntiTheft are not conditionally related under Cushioning,0
GoodStudent and AntiTheft are not conditionally related under Airbag,0
GoodStudent and AntiTheft are not conditionally related under ILiCost,0
GoodStudent and AntiTheft are not conditionally related under DrivHist,0
GoodStudent and PropCost are conditionally related under Age,1
GoodStudent and PropCost are conditionally related under SocioEcon,1
GoodStudent and PropCost are not conditionally related under RiskAversion,0
GoodStudent and PropCost are not conditionally related under VehicleYear,0
GoodStudent and PropCost are not conditionally related under ThisCarDam,0
GoodStudent and PropCost are not conditionally related under RuggedAuto,0
GoodStudent and PropCost are not conditionally related under Accident,0
GoodStudent and PropCost are not conditionally related under MakeModel,0
GoodStudent and PropCost are not conditionally related under DrivQuality,0
GoodStudent and PropCost are not conditionally related under Mileage,0
GoodStudent and PropCost are not conditionally related under Antilock,0
GoodStudent and PropCost are not conditionally related under DrivingSkill,0
GoodStudent and PropCost are not conditionally related under SeniorTrain,0
GoodStudent and PropCost are not conditionally related under ThisCarCost,0
GoodStudent and PropCost are not conditionally related under Theft,0
GoodStudent and PropCost are not conditionally related under CarValue,0
GoodStudent and PropCost are not conditionally related under HomeBase,0
GoodStudent and PropCost are not conditionally related under AntiTheft,0
GoodStudent and PropCost are not conditionally related under OtherCarCost,0
GoodStudent and PropCost are not conditionally related under OtherCar,0
GoodStudent and PropCost are not conditionally related under MedCost,0
GoodStudent and PropCost are not conditionally related under Cushioning,0
GoodStudent and PropCost are not conditionally related under Airbag,0
GoodStudent and PropCost are not conditionally related under ILiCost,0
GoodStudent and PropCost are not conditionally related under DrivHist,0
GoodStudent and OtherCarCost are conditionally related under Age,1
GoodStudent and OtherCarCost are conditionally related under SocioEcon,1
GoodStudent and OtherCarCost are not conditionally related under RiskAversion,0
GoodStudent and OtherCarCost are not conditionally related under VehicleYear,0
GoodStudent and OtherCarCost are not conditionally related under ThisCarDam,0
GoodStudent and OtherCarCost are not conditionally related under RuggedAuto,0
GoodStudent and OtherCarCost are not conditionally related under Accident,0
GoodStudent and OtherCarCost are not conditionally related under MakeModel,0
GoodStudent and OtherCarCost are not conditionally related under DrivQuality,0
GoodStudent and OtherCarCost are not conditionally related under Mileage,0
GoodStudent and OtherCarCost are not conditionally related under Antilock,0
GoodStudent and OtherCarCost are not conditionally related under DrivingSkill,0
GoodStudent and OtherCarCost are not conditionally related under SeniorTrain,0
GoodStudent and OtherCarCost are not conditionally related under ThisCarCost,0
GoodStudent and OtherCarCost are not conditionally related under Theft,0
GoodStudent and OtherCarCost are not conditionally related under CarValue,0
GoodStudent and OtherCarCost are not conditionally related under HomeBase,0
GoodStudent and OtherCarCost are not conditionally related under AntiTheft,0
GoodStudent and OtherCarCost are not conditionally related under PropCost,0
GoodStudent and OtherCarCost are not conditionally related under OtherCar,0
GoodStudent and OtherCarCost are not conditionally related under MedCost,0
GoodStudent and OtherCarCost are not conditionally related under Cushioning,0
GoodStudent and OtherCarCost are not conditionally related under Airbag,0
GoodStudent and OtherCarCost are not conditionally related under ILiCost,0
GoodStudent and OtherCarCost are not conditionally related under DrivHist,0
GoodStudent and OtherCar are conditionally related under Age,1
GoodStudent and OtherCar are conditionally related under SocioEcon,1
GoodStudent and OtherCar are not conditionally related under RiskAversion,0
GoodStudent and OtherCar are not conditionally related under VehicleYear,0
GoodStudent and OtherCar are not conditionally related under ThisCarDam,0
GoodStudent and OtherCar are not conditionally related under RuggedAuto,0
GoodStudent and OtherCar are not conditionally related under Accident,0
GoodStudent and OtherCar are not conditionally related under MakeModel,0
GoodStudent and OtherCar are not conditionally related under DrivQuality,0
GoodStudent and OtherCar are not conditionally related under Mileage,0
GoodStudent and OtherCar are not conditionally related under Antilock,0
GoodStudent and OtherCar are not conditionally related under DrivingSkill,0
GoodStudent and OtherCar are not conditionally related under SeniorTrain,0
GoodStudent and OtherCar are not conditionally related under ThisCarCost,0
GoodStudent and OtherCar are not conditionally related under Theft,0
GoodStudent and OtherCar are not conditionally related under CarValue,0
GoodStudent and OtherCar are not conditionally related under HomeBase,0
GoodStudent and OtherCar are not conditionally related under AntiTheft,0
GoodStudent and OtherCar are not conditionally related under PropCost,0
GoodStudent and OtherCar are not conditionally related under OtherCarCost,0
GoodStudent and OtherCar are not conditionally related under MedCost,0
GoodStudent and OtherCar are not conditionally related under Cushioning,0
GoodStudent and OtherCar are not conditionally related under Airbag,0
GoodStudent and OtherCar are not conditionally related under ILiCost,0
GoodStudent and OtherCar are not conditionally related under DrivHist,0
GoodStudent and MedCost are conditionally related under Age,1
GoodStudent and MedCost are conditionally related under SocioEcon,1
GoodStudent and MedCost are not conditionally related under RiskAversion,0
GoodStudent and MedCost are not conditionally related under VehicleYear,0
GoodStudent and MedCost are not conditionally related under ThisCarDam,0
GoodStudent and MedCost are not conditionally related under RuggedAuto,0
GoodStudent and MedCost are not conditionally related under Accident,0
GoodStudent and MedCost are not conditionally related under MakeModel,0
GoodStudent and MedCost are not conditionally related under DrivQuality,0
GoodStudent and MedCost are not conditionally related under Mileage,0
GoodStudent and MedCost are not conditionally related under Antilock,0
GoodStudent and MedCost are not conditionally related under DrivingSkill,0
GoodStudent and MedCost are not conditionally related under SeniorTrain,0
GoodStudent and MedCost are not conditionally related under ThisCarCost,0
GoodStudent and MedCost are not conditionally related under Theft,0
